id,title,link,content,gold_label
433,سلمان خان کو قتل کی دھمکی دینے والا شخص کرناٹکا سے گرفتار,https://www.express.pk/story/2732030/salmankhan-ko-dhamki-dene-wala-shaks-arrest-lawrancebishnoi-ka-fan-nikla,"ہویری کے سپرنٹنڈنٹ پولیس انشو کمار نے بتایا کہ ""مہاراشٹر اے ٹی ایس"" کی اطلاع پر کارروائی کرتے ہوئے ملزم کو ہویری ٹاؤن سے گرفتار کیا گیا۔ ذرائع کے مطابق ملزم کرناٹکا کے مختلف علاقوں میں مزدوری کر رہا تھا اور گوودر اونی میں کرائے کے ایک کمرے میں رہائش پذیر تھا۔ ملزم نے ممبئی پولیس کو کال کر کے دھمکی دی کہ اگر سلمان خان نے ان کے مندر میں جا کر معافی نہیں مانگی یا پانچ کروڑ روپے ادا نہیں کیے تو انہیں قتل کر دیا جائے گا۔ ملزم نے اپنے آپ کو لارنس بشنوئی کے بھائی کے طور پر پیش کیا۔ مزید تحقیقات کے لیے ملزم کو ممبئی لایا جا رہا ہے۔ سلمان خان کے حوالے سے، وہ اس وقت بگ باس 18 اور اپنی آنے والی فلم سکندر کی شوٹنگ میں مصروف ہیں۔",entertainment
434,نیا پروجیکٹ، نیا اسٹائل! پری نیتی چوپڑا کا اشارہ، مداح تجسس میں مبتلا,https://www.express.pk/story/2732026/newprject-newstyle-parinitichopra-ka-ishara-madah-tajassus-main-mubtila,"بالی ووڈ اداکارہ پری نیتی چوپڑا نے اپنے سوشل میڈیا اکاؤنٹ پر اپنی نئی فلم کا اشارہ دے کر مداحوں کی توجہ حاصل کرلی ہے۔ حال ہی میں کروا چوتھ اور دیوالی منانے کے بعد، پری نیتی نے اپنے بالوں کو نیا اسٹائل دیا ہے اور اس موقع پر ایک پوسٹ میں لکھا کہ ""نئی فلم، نئے بال""۔ پری نیتی نے اپنے نئے اسٹائل کی تصاویر شیئر کیں اور کراوماکے سیلون کا شکریہ ادا کیا۔ مداحوں نے ان کی تصاویر پر محبت بھرے تبصرے کیے، جیسے ""کیا پیاری لگ رہی ہو"" اور ""بہت خوبصورت""، اور ان کے نئے پروجیکٹ کے لئے نیک خواہشات کا اظہار کیا۔ کچھ مداحوں نے تو انہیں ورون دھون کے ساتھ فلم میں دیکھنے کی خواہش بھی ظاہر کی۔ پری نیتی چوپڑا نے اپنی آخری فلم ""امر سنگھ چمکیلا"" میں بہترین اداکاری سے لوگوں کے دل جیت لیے تھے۔",entertainment
435,وکی کوشل اور الو ارجن کی فلموں کی ریلیز تاریخوں میں تبدیلی، باکس آفس پر بڑی ٹکر سے اجتناب,https://www.express.pk/story/2732022/oki-koshl-aor-alo-arjn-ki-flmo-ki-riliz-tarikho-mi-tbdili-baks-aafs-pr-bi-kr-s-ajtnab,"وکی کوشل کی تاریخی فلم ""چھاوا"" کی ریلیز کو ملتوی کر دیا گیا ہے تاکہ اس کا سامنا الو ارجن کی فلم ""پشپا 2: دی رول"" سے نہ ہو۔ ""چھاوا""، جو کہ چھترپتی شیواجی مہاراج کے بیٹے سمبھاجی مہاراج کی زندگی پر مبنی ہے، ایک بڑا پروجیکٹ ہے جس پر کئی سالوں سے کام ہو رہا ہے۔ ذرائع کے مطابق پروڈکشن ہاؤس اور فلم کے ہدایتکار لکشمن اُتیکر نے یہ فیصلہ کیا ہے تاکہ فلم کو مناسب توجہ مل سکے اور اس کا باکس آفس پر بہترین ممکنہ اثر پڑے۔ دلچسپ بات یہ ہے کہ رشمیکا مندنا، جو ""پشپا 2"" میں ایک اہم کردار ادا کر رہی ہیں، ""چھاوا"" کا بھی حصہ ہیں۔ فی الحال ""چھاوا"" کی نئی ریلیز کی تاریخ کا اعلان نہیں کیا گیا، لیکن ""پشپا 2"" سے مقابلہ نہ کرنے کا یہ فیصلہ دونوں فلموں کے لیے فائدہ مند ثابت ہو سکتا ہے۔",entertainment
436,دیپیکا پڈوکون اور رنویر سنگھ کی بیٹی کے نام پر تنازع، نام 'دعا' کیوں رکھا؟,https://www.express.pk/story/2732018/deepikapadukon-or-ranvirsingh-ki-beti-ke-name-par-tanaza-name-dua-kyun-rakha,"بالی ووڈ کے مشہور جوڑی دیپیکا پڈوکون اور رنویر سنگھ کو اپنی بیٹی کا نام ""دعا"" رکھنے پر سوشل میڈیا پر شدید تنقید کا سامنا ہے۔ جوڑے نے دیوالی کے موقع پر اپنی نومولود بیٹی کی تصویر شیئر کرتے ہوئے اعلان کیا کہ انہوں نے اس کا نام ""دعا"" رکھا ہے، جس کا مطلب ہے ""دعا""، اور کہا کہ وہ ان کی دعاؤں کا جواب ہے۔ تاہم، سوشل میڈیا پر چند صارفین نے اس پر سوال اٹھایا کہ ہندو مذہب سے تعلق رکھنے والے اس جوڑے نے اپنی بیٹی کا عربی نام کیوں رکھا۔ ناقدین نے کہا کہ جوڑے کو سنسکرت کا متبادل نام ""پرارتھنا"" رکھنا چاہیے تھا جس کا مطلب بھی دعا ہی ہے۔ سوشل میڈیا پر کچھ صارفین نے کہا کہ ""ہندی نام کیوں نہیں؟"" جبکہ کچھ نے جوڑے کی مذہبی شناخت کی طرف اشارہ کرتے ہوئے کہا کہ انہیں اپنے ثقافتی ورثے سے کوئی نام رکھنا چاہیے تھا۔ دیپیکا اور رنویر، جو اپنے کلچر کے تئیں عزت کا رویہ رکھتے ہیں، نے اپنی شادی میں ہندو اور سکھ روایات کو شامل کیا تھا۔ تاہم، موجودہ دور میں بھارت میں بڑھتی ہوئی مذہبی تقسیم اور عدم برداشت کے ماحول میں اس فیصلے نے ایک بار پھر مذہبی حساسیت کو اجاگر کیا ہے۔ دوسری جانب، کئی مداحوں نے جوڑے کے فیصلے کی حمایت کی اور کہا کہ والدین کو یہ آزادی ہونی چاہیے کہ وہ اپنے بچوں کے نام کسی بھی ثقافتی پس منظر سے رکھ سکیں۔",entertainment
437,"""رنبیر کپور کے مداحوں کے لیے خوشخبری: 'اینمل پارک' کا انتظار ختم ہونے والا ہے""",https://www.express.pk/story/2732017/ranbirkapoor-ke-fans-kelye-goodnews-animalpark-ka-wait-end-honay-wala-hai,"بالی ووڈ سپر اسٹار رنبیر کپور کی 2023 کی مشہور فلم ""اینمل"" میں ان کے کردار رنوِجئے سنگھ کی شدید پرفارمنس نے شائقین پر گہرا اثر چھوڑا ہے، اور فلم کے پوسٹ کریڈٹس سین نے اگلے سیکوئل ""اینمل پارک"" کی طرف اشارہ کیا، جس نے مداحوں میں مزید جوش و خروش پیدا کر دیا۔ حال ہی میں، بھوشن کمار نے ""اینمل پارک"" کے بارے میں خصوصی بات چیت میں بتایا کہ یہ پروجیکٹ واقعی بننے جا رہا ہے اور فلم کی شوٹنگ چھ ماہ بعد شروع ہوگی۔ بھوشن کمار نے کہا، ""ہم چھ ماہ کا وقفہ لیں گے اور پھر فوراً 'اینمل پارک' کا آغاز کریں گے۔"" سندیپ ریڈی وانگا اس وقت پربھاس کے ساتھ اپنی تلگو فلم ""اسپرٹ"" پر کام کر رہے ہیں، لیکن وہ بھی جلد ""اینمل"" کی دنیا میں واپس جانے کے لیے پُرجوش ہیں۔ رنبیر کپور نے بھی اس سیکوئل کے بارے میں اپنے جوش کا اظہار کیا اور بتایا کہ ونگا نے انہیں ""اینمل پارک"" کے کچھ مناظر سنائے، جنہوں نے انہیں مزید تجسس میں ڈال دیا۔ علاوہ ازیں، رنبیر کپور اس وقت نیتیش تیواری کی ""رامائن"" اور سنجے لیلا بھنسالی کی فلم ""لو اینڈ وار"" میں عالیہ بھٹ اور وکی کوشل کے ساتھ کام کر رہے ہیں۔",entertainment
438,سنیل شیٹھی حادثے کا شکار، شدید زخمی ہوگئے,https://www.express.pk/story/2732006/sunil-shetty-hadsy-ka-shikar-shadid-zakhmi-hogaye,بالی ووڈ کے مقبول اداکار سنیل شیٹھی شوٹنگ کے دوران حادثے کا شکار ہوکر زخمی ہو گئے۔ بھارتی میڈیا کے مطابق سنیل اپنی نئی ویب سیریز ’ہنٹر 2‘کی شوٹنگ کر کر رہے تھے کہ جب ایکشن سین فلماتے ہوئے ایک وزنی لکڑی ان کی پسلیوں پر لگ گئی جس سے انہیں شدید چوٹ آئی۔ ڈاکٹروں کو فوراً سیٹ پر بلایا گیا تاکہ ان کا معائنہ کیا جا سکے، اداکار کا ایکسرے بھی کیا گیا ہے جس سے معلوم ہوا ہے کہ ان کی پسلیوں پر گہری چوٹ آئی ہے، پنک وِلا کو اداکار کی ٹیم کے زرائع نے بتایا ہے کہ وہ شدید تکلیف میں ہیں اور فی الوقت شوٹنگ کو روک دیا گیا ہے۔ تاہم اداکار نے اپنی انسٹاگرام اسٹوری پر مداحوں کو اپنی صحت سے متعلق آگاہ کرتے ہوئے یہ اطلاع دی ہے کہ وہ معمولی زخمی ہوئے ہیں اور جلد شوٹنگ پر واپس جائیں گے۔ یاد رہے کہ گزشتہ برس ایمیزون مینی ٹی وی پر ریلیز کی جانے والی ویب سیریز ہنٹر میں سنیل شیٹھی نے نے اے سی پی وکرم کا کردار نبھایا تھا۔ یہ سیریز ممبئی کے انڈرورلڈ پر مبنی ہے جہاں وکرم مختلف چیلنجز کا سامنا کرتے ہیں۔ اس ویب سیریز کے اگلے سیزن میں میں سنیل شیٹھی کے ساتھ ایشا دیول اور جیکی شراف بھی مرکزی کردار نبھاتے نظر آئیں گے جبکہ راہل دیو، برکھا بشٹ، مہر آہوجا، کرنویر شرمااور دیگر اداکار بھی معاون کرداروں میں شامل ہیں۔ ہنٹر 2 کے علاوہ، سنیل شیٹھی مزید منصوبوں پر بھی کام کر رہے ہیں جن میں ’ویلکم ٹو دی جنگل‘ شامل ہے  جس میں وہ اکشے کمار کے ساتھ نظر آئیں گے۔,entertainment
439,خلیل الرحمٰن ہنی ٹریپ کیس میں اہم پیشرفت,https://www.express.pk/story/2732001/khalil-ur-rehman-honeytrap-case-me-aham-peshraft,پاکستان شوبز کے معروف ڈرامہ نگار خلیل الرحمٰن ہنی ٹریپ کیس کی ملزمہ نے توہین عدالت کی درخواست دائر کردی۔ رپورٹ کے مطابق عدالت میں درخواست ہنی ٹریپ کیس کی ملزمہ درخواست آمنہ عروج کی والدہ نے دائر کی ہے۔ توہین عدالت کی درخواست میں ایف آئی اے کو فریق بنایا گیا ہے، درخواست میں ملزمہ کی جانب سے موقف اختیار کیا گیا ہے لاہور ہائیکورٹ نے آمنہ عروج کا بیان رکارڈ کرکے ایف آئی اے کو مقدمہ درج کرنے کا حکم دیا تھا، متعدد مرتبہ ایف آئی اے سے رجوع کیا لیکن سنوائی نہیں ہوئی۔ درخواست میں مزید کہا گیا کہ ایف آئی اے نے عدالتی حکم کی خلاف ورزی کی ہے۔ درخواست میں ملزمہ کی والدہ کی جانب سے استدعا کی گئی ہے کہ عدالت ایف آئی اے کے خلاف توہین عدالت کی کارروائی کرے۔ واضح رہے کہ عدالت نے ایف آئی اے کو نوٹس جاری کرتے ہوئے جواب طلب کر لیا ہے۔,entertainment
440,سلمان کے بعد شاہ رُخ خان کو بھی قتل کی دھمکی مل گئی,https://www.express.pk/story/2731990/salman-khan-k-baad-shahrukh-khan-ko-bhi-qatal-ki-dhamki-mil-gai,بالی ووڈ کے سپر اسٹار شاہ رخ خان کو حال ہی میں قتل کی دھمکی موصول ہوئی ہے۔ بھارتی میڈیا کے مطابق پولیس نے فوری طور پر تفتیش شروع کر دی جس سے معلوم ہوا کہ یہ دھمکی آمیز کال ریاست چھتیس گڑھ کے شہر رائے پور سے آئی۔ ممبئی پولیس نے باندرا پولیس اسٹیشن میں مقدمہ درج کر لیا ہے اور کال ٹریس کر کے ملزم کا پتہ لگا لیا ہے جس کی شماخت فیضان کے نام سے ہوئی ہے۔ رائے پور پولیس ملزم فیضان کو گرفتار کرنے کیلئے چھاپے مار کارروائیاں کر رہی ہے۔ مذکورہ ملزم کی جانب سے اداکار سے 50 لاکھ تاوان کا مطالبہ بھی کیا گیا ہے۔ یہاں یہ بات قابل غور ہے کہ یہ دھمکی اس وقت سامنے آئی جب سلمان خان کو مسلسل جان سے مارنے اور تاوان ادا کرنے کی دھمکیاں مل رہی ہیں  جس کے بعد اب شاہ رخ خان کو بھی قتل کی دھمکی دی گئی ہے۔ A post shared by Pinkvilla (@pinkvilla) دوسری جانب رائے پور ایس ایس پی سنتوش کمار سنگھ کے مطابق ممبئی پولیس نے ابھی تک رائے پور پولیس کو کسی کال کی باضابطہ اطلاع نہیں دی ہے۔ تاہم باندرا پولیس نے اس سلسلے میں بھارتی قانون کی کئی دفعات کے تحت مقدمہ درج کیا ہے اور  ان کا ملزم فیضان کو گرفتار کر کے ممبئی لے جا کر پوچھ گچھ کرنے کا ارادہ ہے۔,entertainment
441,کینسر کی تشخیص پر لگا تھا مرنے والی ہوں، منیشا کوئرالہ,https://www.express.pk/story/2731983/cancer-ki-tashkhis-pr-lga-taa-marne-wali-hon-manisha-koirala,نیپال سے تعلق رکھنے والی بالی ووڈ کی اداکارہ منیشا کوئرالہ نے ایک حالیہ انٹرویو میں انکشاف کیا ہے کہ جب ان میں کینسر کی تشخیص ہوئی تو انہیں لگا تھا کہ اب وہ مرجائیں گی۔ اداکارہ منیشا کوئرالہ کا انٹرویو سوشل میڈیا پر وائرل ہورہا ہے جس میں انہوں نے شوبز سمیت اپنی ذاتی زندگی کے بارے میں کھل کر بات کی۔ اداکارہ نے بتایا کہ جب 2012 میں ڈاکٹرز نے انہیں بتایا کہ وہ اوورین کینسر میں مبتلا ہیں تو یہ ان کیلئے ایک بہت بڑا دھچکا تھا اور انہیں ایسا محسوس ہوا تھا کہ اب وہ مرنے والی ہیں۔ A post shared by Ovacome ovarian cancer (@ovacomecharity) تاہم اداکارہ نے ہمت نہ ہارتے ہوئے بہادری سے اس مشکل کا شامنا کیا اور وہ کینسر کو شکست دینے میں کامیاب ہوگئیں۔ منیشا نے انکشاف کیا کہ جب انہوں نے کینسر پر قابو پالیا تو انہیں برطانوی شاہی خاندان کی بہو کیٹ مڈلنٹن جو خود بھی کینسر سے جنگ لڑ رہی ہیں، نے جذبات سے بھرا ایک خط لکھا تھا جس میں انہوں نے ادکارہ سے عیادت کی اور انکی خوب حوصلہ افزائی کی۔ A post shared by Manisha Koirala (@m_koirala) انٹرویو میں 54 سالہ منیشا نے کہا جب وہ کینسر سے جنگ لڑ رہی تھیں تو انہیں زندگی کی قیمت کا اندازہ ہوا  وہ چاہتی تھیں کہ وہ صحتیاب ہوجائیں اور انہیں ایک بار جینے کا موقع ملے تاکہ وہ اپنی زندگی کو بہتر انداز میں گزار سکیں، اداکارہ کا کہنا تھا کہ انہیں لگنے لگا تھا کہ اپنی اب تک کی زندگی انہوں نے سب کچھ صرف تباہ کیا تھا۔ اداکارہ نے انکشاف کیا جب بیماری تشخیص ہوئی تو انہیں یہ نہیں معلوم تھا کہ وہ اوورین کینسر کے آخری اسٹیج پر ہیں اس لئے وہ خوفزدہ ہوگئی تھیں اور موت کا ڈر انہیں مزید اذیت دے رہا تھا۔ A post shared by Manisha Koirala (@m_koirala) 1991 میں فلم سوداگر سے شوبز کی دنیا میں قدم رکھنے والی منیشا کو مادھوری کی ہمشکل قرار دیا گیا، اس پر بات کرتے ہوئے ان کا کہنا تھا کہ مادھوری بہترین اداکارہ ہیں اور ان کی ہمشکل قرار دیئے جانا ان کیلئے اعزاز کی بات تھی، منیشا اور مادھوری کا گانا ’بڑی مشکل بابا بڑی مشکل‘ بھی خوب مشہور ہوا تھا اور انہیں اس گانے میں ایک ساتھ بہت پسند کیا گیا تھا۔ یاد رہے کہ منیشا نے سالوں بعد سنجے لیلیٰ بھنسالی کی ویب سیریز ’ہیرا منڈی‘ سے بڑے پردے پر واپسی کی جس میں ان کی اداکاری کو خوب سراہا گیا۔,entertainment
442,برطانوی پارلیمنٹ نے ماہرہ خان کو بڑے اعزاز سے نواز دیا,https://www.express.pk/story/2731972/british-parliament-ne-mahira-khan-ko-bary-ayzaz-se-nawaz-dia,پاکستان شوبز کی صف اول کی اداکارہ ماہرہ خان کو برطانوی پارلیمنٹ کی جانب سے اچیومنٹ ایوارڈ سے نواز دیا گیا۔ ماہرہ خان نے فوٹو اینڈ ویڈیو شیئرنگ ایپ انسٹاگرام پر اسٹوری شیئر کی ہے جس میں انہوں نے برطانوی پالیمنٹ کی جانب سے ملنے والے ایوارڈ کی تصویر شیئر کی ہے اور اس پر شکریہ ادا کیا ہے۔ اداکارہ کو شوبز میں 2 دہائیوں سے دی جانے والی خدمات اور عالمی ثقافتی سفیر کے طور پر ان کے کردار کے اعتراف میں اس اعزاز سے نوازا گیا ہے۔ ماہرہ خان کی برطانوی پارلیمنٹ میں شرکت کی ویڈیوز سوشل میڈیا پر وائرل ہو رہی ہیں جس میں انہیں اچیومنٹ ایوارڈ وصول کرتے ہوئے دیکھا جاسکتا ہے۔ A post shared by Murtaza ali shah (@murtazaviews) ادکارہ کا کہنا تھا کہ یہ ایوارڈ وصول کرنا ان کیلئے باعث فخر ہے، ہاؤس آف پارلیمنٹ میں گفتگو کرتے ہوئے ماہرہ خان نے کہا کہ لڑکیوں کی تعلیم اور انہیں خودمختار بنانا بےحد ضروری ہے جبکہ ہر سطح پر خواتین کی کامیابی کو سراہتے ہوئے ان کی حوصلہ افزائی کرنی چاہیئے۔ A post shared by Murtaza ali shah (@murtazaviews) A post shared by Murtaza ali shah (@murtazaviews) واضح رہے کہ ماہرہ خان ان دنوں لندن میں موجود ہیں جہاں وہ ہمایوں سعید کے ساتھ اپنی آنے والی فلم ’لو گرو‘ کی شوٹنگ میں مصروف ہیں جو آئندہ سال ریلیز کی جائے گی۔,entertainment
443,سارہ علی خان اور سدھارتھ ملہوترا نے نئی فلم سائن کرلی، کب ریلیز ہوگی؟,https://www.express.pk/story/2731960/sar-ali-khan-or-sidhart-malhotra-ne-nai-film-sign-krli-kb-release-hogi,"بالی ووڈ کی خوبرو اداکارہ سارہ علی خان، جو آخری بار نیٹ فلکس کی فلم ’مرڈر مبارک‘ میں نظر آئیں تھیں، جلد ایک نئی فلم میں پہلی مرتبہ سدھارتھ ملہوترا کے ساتھ بڑے پردے پر جلوہ گر ہوں گی۔ یہ فلم معروف ہدایتکار دیپک مشرا کی ہدایتکاری میں بنائی جائے گی، جو مشہور ویب سیریز ’پنچایت‘ کی کیلئے جانے جاتے ہیں۔ بھارتی میڈیا کے مطابق فلم کا نام تاحال طے نہیں ہوسکا لیکن یہ بتایا گیا ہے کہ اس فلم کی کہانی دیہی پس منظر پر مبنی ایک لوک داستان کے گرد گھومتی ہے۔ اس نئے پراجیکٹ میں دونوں اداکاروں کو پہلی بار ایک ساتھ دیکھا جائے گا تاہم فلم سے متعلق مزید تفصیلات ابھی راز ہی رکھی گئی ہیں۔ A post shared by Sara Ali Khan (@saraalikhan95) بالی ووڈ کے چھوڑے نواب سیف علی خان کی بڑی صاحبزادی سارہ علی خان کیی اس فلم کی شوٹنگ 2025 میں شروع کی جائے گی۔ دیہی پس منظر اور لوک کہانی پر مبنی اس فلم میں سارہ اور سدھارتھ کی جوڑی شائقین کے لیے ایک نیا تجربہ ہوگا۔ A post shared by Sidharth Malhotra (@sidmalhotra) سارہ علی خان کے دیگر پراجیکٹس میں فلم ’میٹرو ان دنو‘ بھی شامل ہے، جس کے ہدایتکار انوراگ باسو ہیں۔ دوسری جانب سدھارتھ ملہوترا، جو حال ہی میں ایکشن تھرلر فلم ""یودھا"" میں نظر آئے تھے انہوں نے ابھی تک کوئی نئے پروجیکٹ کا اعلان نہیں کیا ہے۔",entertainment
444,نادیہ خان نے زندگی کی سب سے بڑی غلطی کس کو قرار دیا؟,https://www.express.pk/story/2731949/nadia-khan-ne-zindagi-ki-sb-se-bari-ghalti-kis-ko-karar-dia,پاکستان شوبز کی معروف اداکارہ و میزبان نادیہ خان نے اپنی ماضی کی غلطیوں کا اعتراف کرلیا۔ نادیہ خان نے حال ہی میں گڈ مارننگ پاکستان کے شو میں شریک ہوئیں جہاں انہوں نے اپنی ناکام شادیوں کے بارے میں کھل کر بات کی۔ نادیہ نے کہا کہ ان کی پہلی شادی ایک بڑی غلطی تھی جس کا نتیجہ انہوں نے خود بھگتا۔ ان کے مطابق ان کے خاندان کے کسی فرد نے ان کی شادی کی حمایت نہیں کی تھی، مگر وہ خود اس فیصلے پر اڑ گئیں اور پھر اس کے نتائج کا سامنا کیا۔ انہوں نے بتایا ہ وہ پہلی شادی کے وقت صرف 18 سال کی تھیں جب انہوں نے شادی کا فیصلہ کیا جبکہ ان کے والد نے بھی انہیں تلقین کی کہ انہیں اتنی کم عمر میں شادی کی ضرورت لیکن ان کی نادانی اور جذباتی پن نے انہیں اس فیصلے پر مجبور کیا۔ A post shared by Galaxy Lollywood (@galaxylollywood) نادیہ نے اپنی والدہ کے خواب کا بھی ذکر کیا، جس میں انہوں نے ان کی شادی کو اچھا نہیں دیکھا تھا اور انہیں سر جھکائے ہوئے دیکھا تھا۔ لیکن نادیہ نے اس پیشگوئی کو بھی نظرانداز کیا اور شادی کرلی۔ نادیہ اپنے شادی کے بعد غیر ملک میں رہنے کے تجربات بھی شیئر کیے، جہاں انہیں کم تعلیم کی وجہ سے مشکلات کا سامنا کرنا پڑا اور کم تنخواہ پر کام کرنا پڑا۔ نادیہ کے گھر والوں نے انہیں دوستوں کی مثال دی جنہوں نے شادی کے بعد تعلیم مکمل کی اور مالی مشکلات کا سامنا کیا۔ اداکارہ کے گھر والوں کا مشورہ تھا کہ پہلے تعلیم مکمل کریں اور پھر شادی کے بارے میں سوچیں۔ نادیہ خان نے اس پروگرام میں یہ اعتراف کیا کہ ان کی پہلی شادی ان کی سب سے بڑی غلطی تھی اور یہی وجہ تھی کہ کم عقلی میں کئے گئے جلد بازی کے فیصلے کے باعث انکی شادی بھی کامیاب نہ ہوسکی اور انہوں نے شوہر سے علیحدگی اختیار کرلی۔,entertainment
445,آج کا دن کیسا رہے گا,https://www.express.pk/story/2731930/aj-ka-din-kaisa-rahe-ga,حمل: 21مارچ تا21اپریل کاروباری معاملات تھوڑی سی تگ و دو سے خوش کن طریقے سے حل ہو سکتے ہیں نوکری سے پریشان لوگ تھوڑی سی تگ و دو کر لیں تو من پسند نوکری مل سکتی ہے۔ ثور: 22 اپریل تا 20 مئی ہاتھ پر ہاتھ رکھ کر بیٹھے رہنے سے کچھ حاصل نہ ہو سکے گا لہٰذا بجائے انتظار کریں کہ اچھا وقت آئے گا خود کو مکمل طور پر مصروف رکھیں۔ جوزا: 21 مئی تا 21جون سسرالی لوگوں سے اَن بن کا اندیشہ ہے لہٰذا اگر کوئی بھی معاملہ ہے اسے بیٹھ کر صلح کن طریقے سے حل کر لیں تو زیادہ بہتر ہے۔ سرطان: 22جون تا23جولائی ہر وقت سوچوں میں گم رہنا آپ کو فائدہ نہ دے سکے گا لہٰذا عملی طور پر جب تک خود کو Active نہیں کریں گے کچھ حاصل نہ ہو گا۔ اسد: 24جولائی تا23اگست راہ چلتے یا گاڑی چلاتے آپ کو بلاشبہ احتیاط کی ضرورت ہے شریک حیات کے ساتھ وقت گزاریں بلاشبہ ایک اچھا وقت آپ کا منتظر ہے۔ سنبلہ: 24اگست تا23ستمبر وقت آپ کا انتظار ہرگز نہیں کریگا لہٰذا خود کو مت الجھائیے اور اپنے آپ کو صحیح راستے پر گامزن کیجئے اور عشق و محبت کے ان معاملات میں سوائے بدنامی کچھ حاصل نہ ہو گا۔ میزان: 24ستمبر تا23اکتوبر راستے پرخطر ضرور ہیں مگر اس کا مطلب یہ ہرگز نہیں کہ آپ مایوس ہو کر بیٹھ جائیں ایک اچھا وقت آپ کا منتظر ہے۔ عقرب: 24اکتوبر تا22نومبر جلدبازی سے کئے گئے کام آپ کے لئے باعث پریشانی ثابت ہوں گے اپنے رشتے داروں سے محتاط رویہ اختیار کریں۔ ۔ قوس: 23نومبر تا22دسمبر دوستوں کی تعداد میں غیرمعمولی اضافہ اور فائدہ کی امید ہے ہو سکتا ہے کسی دوست کی باہمی مدد سے آپ کی پھنسی ہوئی رقم واپس مل جائے۔ جدی: 23دسمبر تا20جنوری اولاد کے معاملے میں احتیاط برتیں، آپ کے لئے مشکلات کھڑی کر سکتی ہے جس کے باعث بدنامی کا اندیشہ ہے۔ دلو: 21جنوری تا19فروری ہروقت ذہن پر فضول خیالات کا غلبہ آپ کے لئے مشکل وقت لا سکتا ہے خود کو پرسکون رکھتے ہوئے معاملات پر توجہ دیں۔ حوت: 20 فروری تا 20 مارچ جائیداد کا کوئی معاملہ حل ہوتا نظر آ رہا ہے جو کافی وقت سے حل نہیں ہو رہا تھا شریک حیات کے ساتھ ہلکی پھلکی نوک جھونک ہو سکتی ہے۔,entertainment
446,"ریچا چڈھا اور علی فضل کی فلم ""گرلز ول بی گرلز"" گوتم ایوارڈز کیلئے نامزد",https://www.express.pk/story/2731901/richachadda-or-alifazal-ki-film-girlswillbegirls-gothamawards-kelie-select,"گوتم ایوارڈز 2024 کی نامزدگیوں کا اعلان کر دیا گیا ہے، جس میں ریچا چڈھا اور علی فضل کی پروڈیوس کردہ فلم ""گرلز ول بی گرلز"" کو بھی شامل کیا گیا ہے۔ یہ ایوارڈز آزادانہ فلموں کے لیے معزز ترین اعزاز مانے جاتے ہیں اور شچھی تلاتی کی ہدایت کاری میں بنی اس فلم کو نامزدگی ملنا بھارتی سینما کے لیے ایک بڑی کامیابی تصور کی جا رہی ہے۔ شچھی تلاتی نے اپنے بیان میں کہا، ""گوتم ایوارڈز میں پہچان ملنا میرے لیے اعزاز کی بات ہے، اور یہ ہمارے ٹیم کی محنت اور لگن کا نتیجہ ہے۔ یہ فلم خواتین کے تجربات کی پیچیدگیوں کو نئے اور منفرد انداز میں پیش کرنے کی کوشش ہے۔"" ریچا چڈھا اور علی فضل نے بھی اپنی خوشی کا اظہار کرتے ہوئے کہا کہ ""ہم اپنی پوری ٹیم پر فخر محسوس کر رہے ہیں۔ یہ نامزدگی ہماری محنت، لگن اور معاشرتی حدود کو چیلنج کرنے والی کہانی سنانے کی عکاسی کرتی ہے۔ ہم بھارتی ناظرین کے لیے اس فلم کی ریلیز کا شدت سے انتظار کر رہے ہیں۔""",entertainment
447,"رنبیر کپور اور وکی کوشل کی فلم ""لو اینڈ وار"" کی شوٹنگ کا آغاز",https://www.express.pk/story/2731899/ranbirkapoor-or-vickykaushal-ki-film-lovewar-ki-shooting-start,"بالی ووڈ کے نامور اداکار رنبیر کپور اور وکی کوشل کی نئی فلم ""لو اینڈ وار"" کی شوٹنگ شروع ہو چکی ہے، اور مداح اس جوڑی کی دوبارہ بڑی اسکرین پر واپسی کا بے تابی سے انتظار کر رہے ہیں۔ حال ہی میں، بیکانیر میں ایک ایئر فورس بیس پر شوٹنگ کے دوران ایک پرستار کے ساتھ لی گئی ان کی تصویر سوشل میڈیا پر وائرل ہو گئی ہے۔ تصویر میں دونوں اداکار سن گلاسز اور بوٹس میں نظر آ رہے ہیں، جبکہ رنبیر کپور کے ہیئر اسٹائل اور وکی کوشل کی مونچھوں نے بھی مداحوں کی توجہ حاصل کی ہے۔ یہ قیاس آرائیاں بھی کی جا رہی ہیں کہ ""لو اینڈ وار"" کا پلاٹ 1964 کی کلاسک فلم ""سنگم"" سے متاثر ہو سکتا ہے۔ اس فلم میں رنبیر کپور اور عالیہ بھٹ حقیقی زندگی کے جوڑے کے طور پر ایک ساتھ نظر آئیں گے، جب کہ وکی کوشل عالیہ کے ساتھ ""راز"" اور رنبیر کے ساتھ ""سنجو"" کے بعد دوبارہ کام کر رہے ہیں۔ اس کے علاوہ، سنجے لیلا بھنسالی کی ہدایت میں یہ فلم رنبیر کپور کی واپسی ہے، جو آخری بار 17 سال قبل ان کے ساتھ کام کر چکے تھے۔",entertainment
