id,title,link,content,category
32,ملک عطیات سے نہیں ٹیکسوں پر چلتے ہیں: وفاقی وزیر خزانہ,https://urdu.dunyanews.tv/index.php/ur/Business/849360,اسلام آباد:(دنیا نیوز)وفاقی وزیر خزانہ محمد اورنگزیب نے کہا ہے کہ ملک عطیات سے نہیں چلتے ٹیکسوں پر چلتے ہیں۔ اسلام آباد میں  لٹریچر فیسٹیول سے خطاب  کرتے ہوئے  محمد اورنگزیب کا  کہنا تھا کہ  حکومت کا کام صرف پالیسی دینا ہے، کاروبار چلانا صرف نجی شعبے کا کام ہے۔ انہوں نے کہا کہ ملک عطیات سے نہیں چلتے ٹیکسوں پر چلتے ہیں، ہر کسی کو ٹیکس دینا ہو گا، حکومتی ملکیتی اداروں کی کئی سال پہلے نجکاری ہونی چاہیے تھی، ڈیپازٹ اور روول اوورکرنے کیلئےاب کوئی تیار نہیں ہے،چین، سعودی عرب اور یواےای سمیت دوست ممالک سے سرمایہ کاری کیلئے کوشاں ہیں،چین کے ساتھ سی پیک فیزون انفرااسٹرکچرکی تعمیرکیلئےتھاسی پیک کا فیز ٹو بزنس ٹو بزنس ہے۔ محمد اورنگزیب کا کہنا تھا کہ کاروباری طبقہ کو ذرا حوصلہ کرنا چاہیے، ملک میں میکرو اکنامک استحکام آچکا ہے،گزشتہ 12سے14ماہ میں بہت بہتری آئی ہے، آئی ایم ایف کےساتھ قرض معاہدےمیں کوئی چیز خفیہ نہیں ہے۔ وفاقی وزیرخزانہ نے کہا کہ کرنسی مستحکم اورزرمبادلہ ذخائرمیں استحکام آیا ہے،مارچ جون تک زرمبادلہ ذخائر3ماہ کی درآمدات کےمساوی ہوجائیں گے، ملک میں مہنگائی میں کمی آئی ہے،اس کا فائدہ عام آدمی کو پہنچنا چاہیے۔ ان کا کہنا تھا کہ عالمی مارکیٹ میں چکن کی قیمتوں میں 14 فیصد کمی، پاکستان میں 15 فیصداضافہ ہوگیا،حکومت نے ایک ارب ڈالر قرضہ واپس کیا،زرمبادلہ ذخائرپھربھی بہترہیں،ٹیکس ٹوجی ڈی پی 9 سے 10 فیصد پائیدار نہیں ہےٹیکس اصلاحات لانا ہوں گی،اسٹرکچرل اصلاحات ضروری ہیں۔ وفاقی وزیرخزانہ  نے کہا کہ ایف بی آرکی بطورادارہ ساکھ اور اعتماد بحال کرنی ہے،اینڈ ٹواینڈ ڈیجیٹائزیشن کیلئے ٹیکنالوجی پر توجہ ہے، ٹیکنالوجی صرف ایک حصہ ہے، بطورتنخواہ دار میں بھی بغیر ایڈوائزر کے ٹیکس ریٹرن فائل نہیں کرسکتا، ڈیجیٹائزیشن میں آگے بڑھ رہے ہیں،لیکج بند کریں گے،ری فنڈزمیں رشوت اورکرپشن والا کام بند کرنا ہوگا۔ محمداورنگزیب نے کہا کہ وزیراعظم براہ راست بیرونی سرمایہ کاری کیلئےبہت واضح ہیں،اب سب کچھ بی ٹو بی سطح پر ہوگا، حکومت کاکام کاروبارکرنا نہیں،نجی شعبےکوآگےآناچاہیے،پی آئی اے کی نجکاری کا معاملہ اتنا آسان نہیں ہے،ورنہ 10سال پہلے یہ کام ہو چکا ہوتا،سرکاری اداروں کی نجکاری کےکئی طریقے ہیں،آؤٹ سورسنگ اور پبلک پرائیویٹ پارٹنرشپ بھی ایک طریقہ ہے۔ ان کا مزید کہنا تھا کہ اگلےسال یورو بانڈ کے اجراءکا پلان ہے، پانڈا بانڈ کیلئے بھی بات کر رہے ہیں، پاکستان میں آبادی میں اضافے کی شرح 2.55 فیصد ہے، پاکستان میں آبادی میں تیز اضافے کا بم پھٹ چکا ہے،240 ملین کی آبادی کے ساتھ ہمیں اتنی دکت پیش آ رہی ہے،جب آبادی 400 سے 450 ملین تک پہنچ گئی تو پھر کیا ہوگا، ٹیکس،توانائی اور سرکاری اداروں میں اصلاحات شامل ہیں۔,Business
33,آئی ایم ایف نے 'بجلی سہولت پیکیج' کی منظوری دے دی,https://urdu.dunyanews.tv/index.php/ur/Business/849343,اسلام آباد: (دنیا نیوز) آئی ایم ایف نے وزارت توانائی کے بجلی سہولت پیکیج کی منظوری دے دی۔ ذرائع کے مطابق وزارت توانائی کے پیکیج کے اطلاق کیلئے عالمی مالیاتی ادارے (آئی ایم ایف) سے اجازت لی گئی تھی، آئی ایم ایف اگر اجازت نہ دیتا تو توانائی پیکیج کا اعلان نہیں کیا جانا تھا۔ ذرائع کا کہنا ہے کہ توانائی پیکیج کے تحت دیے گئے ریلیف پر بجٹ میں مختص رقم سے ایڈجسٹمنٹ ہو گی، پیکیج ریلیف دینے کیلئے وزارت توانائی، وزارت خزانہ نے آئی ایم ایف سے بات کی۔ وزارت توانائی کی جانب سےآئی ایم ایف کو بتایا گیا کہ توانائی پیکیج کے ذریعے ریلیف دینے سے مالیاتی خسارہ نہیں بڑھے گا، آئی ایم ایف کیساتھ مدت ختم ہونے پر دوبارہ آئی ایم ایف کیساتھ ڈسکس کیا جائے۔ ذرائع کا کہنا ہے کہ توانائی ریلیف پیکیج کی مدت معیار میں اضافے کا فیصلہ بھی آئی ایم ایف کی اجازت سے کیا جائے گا۔,Business
34,تین روز کمی کے بعد سونا پھر مہنگا، قیمت 2 لاکھ 78 ہزار روپے  سے متجاوز,https://urdu.dunyanews.tv/index.php/ur/Business/849283,کراچی: (دنیا نیوز) ملک میں سونے کی فی تولہ قیمت میں 2 ہزار روپے کا اضافہ ہوگیا۔ آل پاکستان جیمز اینڈ جیولرز ایسوسی ایشن کے مطابق سونے کی فی تولہ قیمت 2 لاکھ 78 ہزار 800 روپے ہوگئی ہے جبکہ 10 گرام سونے کی قیمت میں 1715 روپے کا اضافہ ہوا ہے جس کے بعد قیمت 2 لاکھ 39 ہزار 26 روپے ہوگئی ہے۔ ایسوسی ایشن کے مطابق عالمی بازار میں سونے کا بھاؤ 21 ڈالرز اضافے کے بعد2 ہزار 683 ڈالرز فی اونس ہو گیا ہے۔,Business
35,ایم ایل ون ٹیسٹ پراجیکٹ کراچی سے حیدرآباد کی فنانسنگ کیلئے فنانشل پلان تیار,https://urdu.dunyanews.tv/index.php/ur/Business/849241,اسلام آباد: (مدثر علی رانا) ایم ایل ون ٹیسٹ پراجیکٹ کراچی سے حیدرآباد کی فنانسنگ کیلئے فنانشل پلان تیار کر لیا گیا۔ پلاننگ کمیشن کی دستاویزات کے مطابق ایم ایل ون ٹیسٹ پراجیکٹ کیلئے 85 فیصد رقم چین فراہم کرے گا اور 15 فیصد مقامی ذرائع سے فنانسنگ ہو گی، پراجیکٹ کیلئے چین سے فنانسنگ پر 2.3 فیصد  تک شرح سود عائد ہو سکتی ہے۔ ایم ایل ون ٹیسٹ پراجیکٹ کراچی سے حیدرآباد کے 182 کلومیٹر کے ٹریک کو بچھانے کیلئے منصوبے کا افتتاح فروری 2025 اور کنسٹرکشن 3 برسوں میں مکمل ہو گی۔ ذرائع کے مطابق چینی حکام اور وزیراعظم نے ٹیسٹ پراجیکٹ کامیاب ہونے پر فیز ون کیلئے معاہدے پر اتفاق کیا، ٹیسٹ پراجیکٹ پر فنانشل انٹرنل ریٹ آف ریٹرن 5.44 فیصد تک ہو سکتا ہے۔ ایم ایل ون کے ٹیسٹ پراجیکٹ کراچی سے حیدرآباد کی لائف لائن 40 سال ہو گی، نئے ٹریک کی ایکسل لوڈ کپیسٹی 25 ٹن ہو گی جبکہ لانڈھی اور حیدرآباد میں 2 نئے سٹیشنز بھی قائم کیے جائیں گے۔ کراچی کینٹ اور سٹی کیلئے ٹرمینلز قائم کیے جائیں گے جبکہ جدید سگنل ٹیلی کمیونیکیشن سسٹم انسٹال کیا جائے گا، دسمبر میں ٹیکنیکل بڈ اور فنانشل بڈ اویلیوایشن کے بعد جنوری 2025 میں لون ایگریمنٹ طے پایا جائے گا۔ وفاقی وزیر منصوبہ بندی احسن اقبال اور سیکرٹری ریلوے نے ایم ایل ون پراجیکٹ پر چینی سفیر سے ملاقات بھی کی ہے۔,Business
36,ایک لاکھ 30 ہزار سے زائد صارفین سولر پر منتقل، بجلی کی طلب میں مسلسل کمی,https://urdu.dunyanews.tv/index.php/ur/Business/849240,اسلام آباد: (ذیشان یوسفزئی) ملک بھر نیٹ میٹرنگ اور سولر کی وجہ سے بجلی کی طلب میں مسلسل کمی آرہی ہے۔ این پی سی سی کے مطابق سالانہ بنیادوں پر بجلی کی طلب میں 6.4 فیصد کمی آئی ہے، بجلی کی طلب میں کمی کی بڑی وجہ صارفین کی سولر پر منتقلی قرار دی گئی ہے۔ دنیا نیوز کو دستیاب دستاویزات کے مطابق تین تقسیم کار کمپنیوں میں ایک لاکھ 30 ہزار 512 صارفین نیٹ میٹرنگ پر منتقل ہوئے ہیں جو مجموعی طور پر 1800 میگاواٹ سے زائد کے حامل ہیں۔ تین تقیسم کار کمپنیوں میں اسلام آباد الیکٹرک سپلائی کمپنی، لاہور الیکٹرک سپلائی کمپنی اور ملتان الیکٹرک پاور کمپنی شامل ہے، ان تین ڈسکوز میں تین ڈسکوز میں مزید 8 ہزار صارفین نے نیٹ میٹرنگ کی درخواستیں جمع کرائی ہیں تاکہ وہ بھی سولر پر منتقل ہو سکیں۔ سب سے زیادہ نیٹ میٹرنگ کی درخواستیں لیسکو میں آئی تھیں جو 53 ہزار سے زائد ہیں، میپکو میں 46 ہزار اور آئیسکو میں 38 ہزار سے زائد درخواستیں موصول ہوئی ہیں، نیٹ میٹرنگ والے صارفین میں صرف گھریلو نہیں بلکہ کمرشل اور انڈسٹریل بھی شامل ہیں۔ نیٹ میٹرنگ کے علاؤہ سولر کے آف گرڈ صارفین کا حکومت کے پاس کوئی ڈیٹا موجود نہیں ہے۔ ذرائع پاور ڈویژن نے بتایا ہے کہ سولر پر منتقلی کی بڑی وجہ بجلی کی بڑھتی ہوئی قیمتیں ہیں لیکن دوسری جانب حکومت کی کوشش ہے کہ وہ بجلی کی طلب میں اضافہ کروائے جس میں ان کو مسلسل ناکامی کا سامنا کرنا پڑ رہا ہے اور موجود صورتحال کے پیش نظر نیٹ میٹرنگ پر منتقل ہونے والے صارفین نیشل گرڈ سے نکل گئے ہیں اور کیپسٹی پیمنٹس کا بوجھ باقی صارفین پر پڑے گا۔ ذرائع نے مزید بتایا ہے کہ اب تک پاور ڈویژن نے اس بات پر کوئی سٹڈی نہیں کرائی کہ سولر کے اضافے کو کیسے روکا جائے گا یا بجلی کی طلب کیسے بڑھائی جائے گی۔,Business
37,ایس آئی ایف سی کی تیل کی ریفائنریوں کو توانائی کے وسائل کے مؤثر استعمال کی ہدایت,https://urdu.dunyanews.tv/index.php/ur/Business/849226,اسلام آباد: (دنیا نیوز) خصوصی سرمایہ کاری سہولت کونسل (ایس آئی ایف سی) نے تیل کی ریفائنریوں کو توانائی کے وسائل کے مؤثر استعمال کی ہدایت کر دی۔ ایس آئی ایف سی تیل کی ریفائنریوں کے چیلنجز حل کرنے کیلئے معاونت فراہم کرنے کیلئے سرگرم ہے۔ خصوصی سرمایہ کاری سہولت کونسل (ایس آئی ایف سی) کی جانب سے پٹرولیم ڈویژن کو ریفائنری اپ گریڈ منصوبے کی ہدایت کر دی گئی، پارکو فرنس آئل کو پٹرول اور ڈیزل میں تبدیل کرنے کا ہائیڈرو کریکر یونٹ کے قیام کا منصوبہ زیر غور ہے، ہائیڈرو کریکر یونٹ کی 1 بلین ڈالر کی سرمایہ کاری توانائی کے شعبے کو تحفظ فراہم کرے گی۔ ریفائنریوں نے  حکومت سے پٹرول اور ڈیزل کو سیلز ٹیکس سے مستثنیٰ کرنے کی درخواست کی، سیلز ٹیکس کی ترامیم ایس آئی ایف سی کی سرمایہ کاری حمایت کی عکاسی ہیں،سیلز ٹیکس ایکٹ 1990 تمام مال و خدمات پر سیلز ٹیکس نافذ کرتا ہے جس میں ترمیم کی کاوش جاری ہے۔ ایس آئی ایف سی کی مدد سے توانائی کے شعبے کی ترقی اقتصادی استحکام کا باعث بنے گی۔,Business
38,کراچی ایئرپورٹ کی درجہ بندی ای فور کیٹیگری میں تین سال کی توسیع,https://urdu.dunyanews.tv/index.php/ur/Business/849170,کراچی: (دنیا نیوز) کراچی ایئرپورٹ کی درجہ بندی کےحوالے سے اہم پیش رفت ہوئی، کراچی ایئرپورٹ کی درجہ بندی ای فور کیٹیگری میں تین سال کی توسیع کردی گئی۔ پاکستان ایئرپورٹس اتھارٹی نے کراچی ایئرپورٹ کے ای فورایروڈروم ریفرنس کوڈ توسیع کانوٹیفکیشن جاری کردیا، نوٹیفکیشن کے مطابق جناح انٹرنیشنل ایئرپورٹ کی کیٹیگری میں 18ستمبر2024سے17 ستمبر2027 تک ای فورکیٹیگری توسیع کی گئی ہے۔ نوٹیفکیشن کے مطابق ایروڈروم ای فورکیٹیگری والےایئرپورٹس پرایئربس 320 بوئنگ 777 سمیت دیگرطیارے لینڈ کر سکتے ہیں، پاکستان ایئرپورٹس اتھارٹی نے کراچی ایئرپورٹ کی ایروڈروم کیٹیگری ای فورکی تین سال کیلئے توسیع کا نوٹیفکیشن جاری کردیا۔ واضح رہے کہ ایئرپورٹس کی درجہ بندی عالمی سول ایوی ایشن رولز کے تحت ہر تین سال بعد جاری کی جاتی ہے۔,Business
39,زرمبادلہ کے ذخائر میں ایک کروڑ 80 لاکھ ڈالرز کا اضافہ,https://urdu.dunyanews.tv/index.php/ur/Business/849140,کراچی: (دنیا نیوز) سٹیٹ بینک آف پاکستان نے ملکی زر مبادلہ ذخائر کے ہفتہ وار اعداد وشمار جاری کردیے۔ سٹیٹ بینک کے مطابق ذخائر میں ایک ہفتے کے دوران ایک کروڑ 80 لاکھ ڈالر کا اضافہ  ہوا ہے جس کے بعد ڈالر ریزرو 11 ارب 17 کروڑ 50 لاکھ ڈالر ہو گئے ہیں جبکہ کمرشل بینکوں کے ڈیپازٹس میں ایک ہفتے میں 13.5 کروڑ ڈالر کی کمی آئی ہے  جس کے بعد ڈیپازٹس 4 ارب 75 کروڑ 72 لاکھ ڈالر رہ گئے ہیں ۔ بینکوں کے ڈالر ریزرو کم ہونے سے ملکی زرمبادلہ کے مجموعی ذخائر بھی گھٹ گئے ہیں، ملکی زرمبادلہ کے مجموعی ذخائر 15 ارب 93 کروڑ 18 لاکھ ڈالر رہ گئے ۔,Business
40,گندم بقایاجات: وفاق اور صوبے پاسکو کے 194 ارب روپے کے نادہندہ,https://urdu.dunyanews.tv/index.php/ur/Business/849088,اسلام آباد: (دنیا نیوز) گندم بقایاجات کی مد میں وفاق اور صوبے پاسکو کے 194 ارب روپے کے نادہندہ نکلے۔ ذرائع کے مطابق وزارت خزانہ نے پاسکو کوسب سے زیادہ 91 ارب 28 کروڑ روپے دینے ہیں، خیبر پختونخوا حکومت نے پاسکو کو 37 ارب روپے ادا کرنے ہیں۔ وزارت خزانہ کے ذرائع کے مطابق پنجاب حکومت نے پاسکو کو 32 ارب 46 کروڑ روپے دینے ہیں، پاسکو کے سندھ حکومت پر واجبات 17 ارب 46 کروڑ روپے ہو گئے ہیں۔ ذرائع کے مطابق آزاد کشمیر حکومت نے پاسکو کو 10 ارب 9 کروڑ روپے کی ادائیگیاں کرنی ہیں، گلگت بلتستان حکومت نے بھی پاسکو کو 4 ارب 13 کروڑ روپے دینے ہیں۔,Business
41,روپے کی قدر میں کمی، انٹربینک میں ڈالر مزید مہنگا ہوگیا,https://urdu.dunyanews.tv/index.php/ur/Business/849084,کراچی: (دنیا نیوز) انٹربینک میں آج روپے کے مقابلے میں ڈالر کی قیمت میں مزید اضافہ ریاکرڈ کیا گیا۔ کاروباری ہفتے کے چوتھے روز انٹربینک میں امریکی کرنسی کی قیمت میں 6 پیسے کا اضافہ ریکارڈ کیا گیا جس کے باعث انٹربینک میں ڈالر 277 روپے 95 پیسے پر بند ہوا ہے۔ واضح رہے کہ گزشتہ روز انٹربینک میں ڈالر 277 روپے 89 پیسے پر بند ہوا تھا۔,Business
42,سٹاک مارکیٹ میں تیزی، کاروبار کا مثبت رجحان رہا,https://urdu.dunyanews.tv/index.php/ur/Business/849080,کراچی: (دنیا نیوز) پاکستان سٹاک ایکسچینج میں آج مثبت رجحان دیکھنے میں آیا ہے جس کے باعث ہنڈرڈ انڈیکس ایک بار پھر بلند ترین سطح پرپہنچ گیا۔ کاروباری ہفتے کے چوتھے روز سٹاک مارکیٹ میں کاروبار کا اختتام مثبت زون میں ہوا جس کے باعث ہنڈر انڈیکس 499 پوائنٹس اضافے کیساتھ 92 ہزار 520 پوائنٹس کی سطح پر بند ہوا۔ واضح رہے کہ گزشتہ کاروباری دن کے اختتام پر ہنڈرڈ انڈیکس 282 پوائنٹس کی کمی کے ساتھ 92 ہزار 21 پوائنٹس کی سطح پر بند ہوا تھا۔ سٹاک مارکیٹ میں آج 17 ارب 33 کروڑ 90 لاکھ 52 ہزار 405 روپے مالیت کے 32 کروڑ 26 لاکھ 27 ہزار 966 شیئرز کا لین دین ہوا۔,Business
43,ایم ایل ون فنانسنگ کیلئے چینی حکام کو اکنامک اینڈ کمرشل قونصلر کے ذریعے خط,https://urdu.dunyanews.tv/index.php/ur/Business/849077,اسلام آباد: (مدثر علی رانا) پاکستان نے اکنامک اینڈ کمرشل قونصلر کے ذریعے ایم ایل ون فنانسنگ کیلئے چینی حکام کو خط لکھ دیا۔ قائمہ کمیٹی منصوبہ بندی میں ایم ایل ون کی تعمیر کیلئے پلان پر ریلوے حکام نے بریفنگ دیتے ہوئے کہا ہے کہ کراچی سے حیدرآباد ٹیسٹ پراجیکٹ کے بعد حیدرآباد سے ملتان پراجیکٹ شروع ہو گا، چینی حکام کے ساتھ کراچی سے حیدرآباد ٹیسٹ پراجیکٹ کی فنانسنگ کیلئے میٹنگ آئندہ ہفتے ہو گی۔ ایڈیشنل سیکرٹری نے کہا ہے کہ ایم ایل ون ٹیسٹ پراجیکٹ کی تکمیل کے بعد ٹرین کی رفتار 160 کلو میٹر فی گھنٹہ ہو گی، ٹیسٹ پراجیکٹ میں کراچی سے حیدرآباد تک پٹڑی کے دونوں اطراف فینسنگ لگائی جائے گی۔ ریلوے ڈویژن حکام کے مطابق پاکستان میں فی کس آمدنی میں کمی کے باعث تیز رفتار ٹرین پراجیکٹ نہیں لایا جا سکتا، پاکستان کو تیز رفتار ٹرین سروس چلانے کیلئے 62 ارب ڈالر سے زائد کی ضرورت ہو گی۔ حکام نے بریفنگ دیتے ہوئے کہا کہ تیز رفتار ٹرین سروسز چلانے سے لاہور سے کراچی کا سفر جہاز سے زیادہ مہنگا ہو جائے گا، ایم ایل ون بننے کے بعد کراچی سے لاہور کا سفر تقریباً 10 گھنٹوں میں طے کیا جا سکے گا۔,Business
44,رواں سال چینی مارکیٹ میں 30 کروڑ ڈالر کے پانڈا بانڈز کا اجرا نہیں ہو گا,https://urdu.dunyanews.tv/index.php/ur/Business/849075,اسلام آباد: (مدثر علی رانا) رواں مالی سال چینی مارکیٹ میں 30 کروڑ ڈالر کے پانڈا بانڈز کا اجرا نہیں ہو سکے گا۔ وزارت خزانہ کے مطابق پراسیس میں زیادہ وقت لگنے کے باعث جون 2025 کے بعد پانڈا بانڈز کا اجرا ہو سکے گا، رواں مالی سال ایکسٹرنل فنانسنگ میں پانڈا بانڈز اجرا کا پلان شامل ہے، 30 کروڑ ڈالر کے پانڈا بانڈز جاری نہ ہونے کے باعث ایکسٹرنل فنانسنگ کا بوجھ بڑھے گا۔ ذرائع کا کہنا ہے کہ چائنہ ایکسپورٹ اینڈ کریڈٹ انشورنس سے پانڈا بانڈ جاری کرنے کیلئے حمایت مانگی گئی تھی، کمپنی کی حمایت کے بغیر کمرشل بینک سرمایہ کاری کرنے سے ہچکچاہٹ محسوس کرتے ہیں۔ ذرائع وزارت خزانہ  کے مطابق بانڈز بیرونی قرضوں پر سود کی ادائیگی اور خسارہ پورا کرنے کیلئے جاری ہوں گے، رواں مالی سال کی آئندہ سہ ماہی کے دوران پانڈا بانڈز کا اجرا کیا جانا تھا، بانڈز ٹرانزیکشن کیلئے چین کی کریڈٹ ریٹنگ ایجنسیز سے اظہار دلچسپی کی درخواستیں طلب کی تھیں۔,Business
45,یوٹیلیٹی سٹورز پر چینی 13 روپے فی کلو سستی، نوٹیفکیشن جاری,https://urdu.dunyanews.tv/index.php/ur/Business/849036,اسلام آباد: (دنیا نیوز) یوٹیلیٹی سٹورز کارپوریشن نے چینی کی قیمت میں 13 روپے فی کلو کمی کر دی۔ چینی کی قیمتوں میں کمی کا نوٹیفکیشن بھی جاری کر دیا گیا، نوٹیفکیشن کے مطابق یوٹیلیٹی سٹورز پر چینی فی کلو 140 روپے فی کلو مقرر کی گئی ہے، چینی کی قیمت میں کمی کا اطلاق فوری طور پر کیا جائے گا۔ اس سے قبل یوٹیلیٹی سٹورز پر چینی کی قیمت 153 روپے فی کلو مقرر تھی۔ یوٹیلیٹی سٹورز کارپوریشن نے شوگر ملز سے چینی کی قیمت کم کرنے کی درخواست کی تھی، شوگر ملز مالکان نے فروخت کی گئی چینی پر یوٹیلیٹی سٹورز کو 17 روپے فی کلو کمی کی۔ شوگر ملز مالکان سے ری بیٹ لینے کے بعد یوٹیلیٹی سٹورز نے چینی سستی کی، یوٹیلیٹی سٹورز نے 12 ہزار میٹرک ٹن چینی کی خریداری کی تھی۔,Business
46,ایس آئی ایف سی کے تعاون سے پاکستان میں آسٹریلوی زرعی مہارت کا نفاذ,https://urdu.dunyanews.tv/index.php/ur/Business/849024,"اسلام آباد: (دنیا نیوز) خصوصی سرمایہ کاری سہولت کونسل (ایس آئی ایف سی) کے تعاون سے حکومت پاکستان نے خوراک اور دودھ کی پیداوار میں اضافہ کرنے کیلئے زراعت اور لائیو سٹاک کے شعبوں میں آسٹریلیا کی مہارت سے استفادہ کرنے کا ارادہ کیا ہے۔ زراعت کے شعبے میں جدید ٹیکنالوجی، معیاری بیج اور اناج کے ذخیرہ کے نئے طریقوں اور تجربات کیلئے آسٹریلوی تکنیکی معاونت درکار ہے۔ اسی سلسلے میں حکومت نے فصلوں کی فی ایکڑ پیداوار کو بڑھانے کیلئے 400 ارب روپے مختص کئے ہیں جن میں کسان کارڈ، گرین ٹریکٹر اور شمسی توانائی کے منصوبے شامل ہیں۔ اس کے علاوہ حکومت لائیو سٹاک کے منصوبوں میں 20 ارب روپے کی سرمایہ کاری کر رہی ہے جس میں لائیو سٹاک فارمر کارڈ متعارف کرانا اور مویشیوں کی بیماری سے نمٹنے کی حکمت عملی بھی شامل ہے۔ مویشیوں کی بیماری کے اثرات کو مدنظر رکھتے ہوئے بیماری سے پاک گوشت کی برآمد کو یقینی بنانے کیلئے 400,000 بچھڑوں کی افزائش نسل کا ہدف بھی مقرر کیا گیا ہے، یہ اقدامات پاکستان کے زرعی شعبے کو مضبوط کرنے، غذائی تحفظ کو بہتر بنانے اور معاشی استحکام کو فروغ دینے میں اہم کردار ادا کریں گے۔ اس کے علاوہ جنگلات کی بحالی کیلئے بھی ڈرون کے ذریعے نگرانی اور جنگلی حیات کے تحفظ کیلئے عوامی آگاہی مہمات کیلئے پاکستان میں آسٹریلوی ٹیکنالوجی کا استعمال کیا جا رہا ہے۔ آبی زراعت کے شعبے میں 100 ایکڑ کے رقبے پر جھینگے کی افز ائش کیلئے آسٹریلوی مہارت کی مدد سے ایک پائلٹ پروجیکٹ کا آغاز کیا گیا ہے جس کے نتیجے میں سالانہ 100 ٹن پیداوار کی توقع کی جا رہی ہے۔ سموگ کنٹرول پروگرام کے تحت کسانوں کو 5 ارب روپے کی جدید مشینری کی فراہمی کے علاوہ دھان کی باقیات کے دوبارہ استعمال کی ترغیب بھی شامل ہے۔ ایس آئی ایف سی کی کاوشوں اور حکومتی اقدامات کی بدولت آسٹریلوی مہارت کو پاکستان کے زرعی شعبے میں متعارف کرایا جا رہا ہے جو سموگ کنٹرول، غذائی تحفظ، اور بیج کے معیار میں نمایاں بہتری لانے کی ضمانت ہے۔",Business
47,پاکستانی باکسرشعیب خان زہری نے انٹرنیشنل باکسنگ فائٹ جیت لی,https://urdu.dunyanews.tv/index.php/ur/Sports/849493,مسقط: (دنیانیوز ) پاکستانی باکسر شعیب خان زہری نے انٹرنیشنل باکسنگ فائٹ جیت لی۔ مسقط میں  انٹرنیشنل باکسنگ فائٹ کے مقابلے کا اہتمام کیا گیا جس میں شعیب خان نے افغان باکسرکو ہرا کر انٹرنیشنل باکسنگ ٹائٹل جیت لیا۔ علاوہ ازیں شعیب خان زہری کی فائٹ رواں سال کے آخری مہینے دسمبر میں بھارتی باکسر کے ساتھ ہوگی۔,Sports
48,پاکستانی خاتون شوٹر کشمالہ طلعت نے  ایشیا کی دوسری بہترین شوٹر کا اعزاز حاصل کرلیا,https://urdu.dunyanews.tv/index.php/ur/Sports/849578,لاہور:(ویب ڈیسک ) ایشین شوٹنگ کنفیڈریشن نے اپنی سالانہ رینکنگ جاری کردی جس میں پاکستان کی اولمپیئن شوٹر کشمالہ طلعت کو 10 میٹر ائر پسٹل میں ایشیا کی دوسری بہترین شوٹر قرار دے دیا۔ خواتین کی 10 میٹر ائر پسٹل رینکنگ میں کشمالہ طلعت 1350 پوائنٹس کے ساتھ دوسرے نمبر پر ہیں جبکہ بھارت کی ایشا سنگھ 1500 پوائنٹس کے ساتھ پہلے نمبر پر موجود ہیں۔ اسی  طرح خواتین کی 25 میٹر پسٹل رینکنگ میں کشمالہ طلعت نے 29ویں پوزیشن حاصل کی ہے، مردوں کی رینکنگ میں بھی پاکستانی کھلاڑی نمایاں رہے، 10 میٹر ائر پسٹل میں گلفام جوزف ساتویں نمبر پر جبکہ 25 میٹر ریپڈ فائر ایونٹ میں جی ایم بشیر 15 ویں نمبر پر ہیں۔,Sports
49,ورلڈ باڈی بلڈنگ اینڈ فزیق چیمپیئن شپ: پاکستانی بلال احمد نے گولڈ میڈل جیت لیا,https://urdu.dunyanews.tv/index.php/ur/Sports/849547,مالے :(ویب ڈیسک )جنوبی ایشیا کے ملک مالدیپ میں ہونے والی پندرہویں ورلڈ باڈی بلڈنگ اینڈ فزیق چیمپیئن شپ میں پاکستانی بلال احمد نے گولڈ میڈل حاصل کر لیا۔ بلال احمد نے مینز فزیک کیٹیگری میں گولڈ میڈل جیتا، انہوں نے گزشتہ برس جنوبی ایشیا ورلڈ باڈی بلڈنگ چیمپیئن شپ میں بھی گولڈ میڈل حاصل کیا تھا۔ پاکستان باڈی بلڈنگ فیڈریشن کے سیکریٹری سہیل انور کا کہنا تھا کہ بلال احمد کو پرائیویٹ سپانسر شپ سے ورلڈ باڈی بلڈنگ چیمپیئن شپ میں شرکت کے لیے بھیجا، حکومت پاکستان کو باڈی بلڈرز کی بھی حوصلہ افزائی کرنی چاہیے۔ دوسری جانب چیمپیئن شپ میں کامیابی کے بعد بلال احمد کا کہنا تھا کہ گولڈ میڈل جیتنے پر اللہ تعالی کا شکر گزار ہوں۔,Sports
50,سعودیہ میں ہونیوالا آئی ٹی ایف جونئیر ایونٹ پاکستانی جوڑی نے جیت لیا,https://urdu.dunyanews.tv/index.php/ur/Sports/849562,ریاض: (ویب ڈیسک) پاکستانی جوڑی نے سعودی عرب میں ہونے والا آئی ٹی ایف جونئیر ایونٹ جیت لیا۔ احمد نائیل قریشی اور بلال عاصم نے آئی ٹی ایف جے 60 ٹورنامنٹ جیتا، ریاض میں ہونے والے ایونٹ کے فائنل میں پاکستانی جوڑی نے ہانگ کانگ اور سعودی پلیئرز کے پیئر کو ہرایا۔ نائیل اور بلال نے عیسیٰ علی اور جیکب کیلیانگ شین کو 5-7  اور 5-7 سے شکست دی۔,Sports
