id,title,link,content,category
89,کھلاڑی سوشل میڈیا چھوڑیں کرکٹ پر فوکس کریں، وسیم اکرم,https://urdu.arynews.tv/waseem-akram-fakhar-zaman-and-pcb/,پاکستان کے سابق کپتان وسیم اکرم نے فخر زمان کو سینٹرل کانٹریکٹ نہ دینے اور دورہ آسٹریلیا سے نظر انداز کرنے پر اسے بیٹر کے لیے سبق قرار دیا ہے۔ سوئنگ کے سلطان وسیم اکرم نے میلبرن میں آئن لائن پریس کانفرنس میں پاکستان کرکٹ بورڈ کی جانب سے فخر زمان کے ساتھ روا رکھے جانے والے رویے پر کہا کہ فخر زمان کے معاملے پر بورڈ کا قدم ان کے لیے سبق ہے۔ فخر زمان امپیکٹ پلیئر ہیں لیکن سوچ سمجھ کر سوشل میڈیا پر لکھنا چاہیے۔ تاہم ان کا یہ بھی کہنا تھا کہ مجھے یقین ہے کہ سوشل میڈیا بیان فخر نے نہیں لکھا ہوگا تاہم جس نے بھی لکھا ہے، اسے بتانا چاہیے تھا کہ سینٹرل کانٹریکٹ کی وجہ سے مسئلہ ہوسکتا ہے۔ انہوں نے کہا کہ کرکٹرز سوشل میڈیا کو چھوڑ دیں۔ کرکٹ کھیل کر گھر جائیں اور انجوائے کریں۔ بابر اعظم کو بھی کپتانی بھول جانی چاہیے، کرکٹ کھیلیں رنز اور اسکور کریں۔ سابق کپتان نے کہا کہ محمد رضوان کو پاکستان وائٹ بال ٹیم کی کپتانی دیے جانے سے متعلق سوال کے جواب میں کہا کہ محمد رضوان کو کپتانی کا تجربہ ہے، وہ اچھی چوائس ہیں، وہ بس کھیل پر فوکس کریں۔ وسیم اکرم نے قومی ٹیم کے دورہ آسٹریلیا کے حوالے سے کہا کہ آسٹریلیا میں کنڈیشنز مشکل ہوتی ہیں، پاکستان کی یہاں سیریز آسان نہیں ہو گی، یہاں ایک بھی ون ڈے جیت جاتے ہیں تو یہ بہت بڑی کامیابی ہو گی، جبکہ ٹی ٹونٹی سیریز اچھی ہو گی۔ انہوں نے کہا کہ میں 5، 6 سال سے کہہ رہا ہوں کہ ٹرننگ پچز بناؤ چاہے ہار جاؤ، شکر ہے کسی کو تو خیال آیا اور ہم نے مسلسل 3 ٹیسٹ میچز ہارنے کے بعد مسلسل 2 ٹیسٹ میچز جیتے۔ وسیم اکرم نے کہا کہ خوشی ہے کہ 2026 کے ٹی ٹوئنٹی ورلڈ کپ کی تیاری کے لیے نوجوان کھلاڑیوں کو موقع دیا گیا، شاہین آفریدی اور نسیم شاہ سمیت دیگر کرکٹرز کھیل پر فوکس کریں۔ سابق کپتان نے یہ بھی کہا کہ محسن نقوی کرکٹ کے لیے بہت اچھا کام کر رہے ہیں، مجھے جاب کی آفر ہوئی لیکن میں 9 سے 5 جاب والا بندہ نہیں ہوں۔ ’بھارتی حکومت کی جانب سے چیمپئنز ٹرافی کیلیے ٹیم پاکستان بھیجنے کے مثبت اشارے ملے ہیں‘,Sports
90,’بھارتی حکومت کی جانب سے چیمپئنز ٹرافی کیلیے ٹیم پاکستان بھیجنے کے مثبت اشارے ملے ہیں‘,https://urdu.arynews.tv/icc-champions-trophy-india-team-will-come-to-pakistan-positive-signal/,لیجنڈ فاسٹ بولر وسیم اکرم نے کہا ہے کہ انہیں بھارتی حکومت کی جانب سے چیمپئنز ٹرافی کے لیے کرکٹ ٹیم پاکستان بھیجنے کے مثبت اشارے ملے ہیں۔ پاکستان کے سابق کپتان لیجنڈری فاسٹ بولر وسیم اکرم نے میلبرن آسٹریلیا میں آن لائن پریس کانفرنس میں کہا ہے کہ انہیں بھارتی حکومت کی جانب سے اپنی ٹیم کو چیمپئنز ٹرافی کے لیے پاکستان بھیجنے کے مثبت اشارے ملے ہیں۔ پی سی بی نے بھارتی کرکٹ بورڈز کو اس حوالے سے کئی آفرز کر دی ہیں۔ بھارت کو لازمی پاکستان آنا چاہیے۔ وسیم اکرم نے کہا کہ بھارتی ٹیم چیمپئنز ٹرافی کے لیے پاکستان آئی تو یقین دلاتا ہوں کہ اس کا بہترین خیال رکھا جائے گا۔ ہمارے نوجوان پرستار بھارتی کھلاڑیوں کو بے حد پسند کرتے ہیں۔ ویرات کوہلی، ہاردک پانڈیا اور سوریا کمار یادیو کے پاکستان میں بہت مداح ہیں، میں سمجھتا ہوں کہ دونوں ممالک کے لوگوں کا آپس میں رابطہ ہونا چاہیے، بھارت اس بارے میں سوچے۔ ان کا کہنا تھا کہ بھارتی ٹیم اگر میچ لاہور میں کھیل کر واپس امرتسر جا کر قیام کرتی ہے، تو یہ بھی اچھا آپشن ہوسکتا ہے۔ میں کئی سال سے بھارت نہیں گیا، وہاں کے کھانے اور لوگوں کو مِس کرتا ہوں۔ بھارتی کرکٹرز اگر پاکستان آئے تو خوب انجوائے کریں گے۔ واضح رہے کہ چیمپئنز ٹرافی آئندہ برس فروری مارچ میں شیڈول ہے اور پاکستان اس کا میزبان ہونے کے ساتھ دفاعی چیمپئن بھی ہے۔ ٹیم میں 8 ٹیمیں شرکت کر رہی ہیں۔ ما سوائے بھارت کے تمام ٹیموں نے ٹورنامنٹ کے لیے پاکستان آنے کی تصدیق کر دی ہے۔پی سی بی نے مجوزہ شیڈول بھی آئی سی سی کو بھیج دیا ہے جس میں بھارت کے تمام میچز لاہور میں رکھے گئے ہیں جب کہ پاکستان کرکٹ بورڈ نے بھارتی بورڈ کو پیشکش کی ہے کہ اگر وہ چاہیں تو ٹیم لاہور میں کھیل کر رات واپس اپنے ملک امرتسر جا کر قیام کر سکتی ہے۔ آئی سی سی نے اس شوپیس ایونٹ نے کے لیے فنڈز بھی مختص کر دیے ہیں۔ تاہم ایونٹ میں تین ماہ کا مختصر عرصہ رہ جانے کے باوجود اب تک بھارت کی جانب سے ٹیم پاکستان بھیجنے کے حوالے سے کوئی حتمی جواب نہیں دیا گیا ہے۔,Sports
91,’سرحدوں نے تقسیم، کرکٹ نے اکٹھا کر دیا‘، بھارتی کرکٹر کی پاکستانی کھلاڑیوں کے ساتھ تصویر وائرل,https://urdu.arynews.tv/pakistani-indian-cricketers-selfie-viral/,پاکستان اور بھارت میں سیاسی اختلافات کھیل کے میدان میں بھی اثر انداز ہوتے ہیں لیکن کھلاڑی جب بھی ملتے ہیں محبت کا اظہار ہوتا ہے۔ پاکستان اور بھارت کی ٹیمیں سپر سکسز ٹورنامنٹ کھیلنے ہانگ کانگ پہنچ چکی ہیں۔ سات سال بعد ہونے والے اس ایونٹ میں پاک بھارت ٹاکرا کل (جمعہ) کو ہوگا۔ ٹورنامنٹ کے آغاز سے قبل بھارتی کھلاڑی منوج تیوڑی نے فوٹو سیشن کے دوران پاکستانی کپتان فہیم اشرف اور آصف علی کے ہمراہ سیلفی بنائی اور سوشل میڈیا اکاؤنٹ پر پوسٹ کر دی۔ منوج تیواڑی نے اس تصویر پر کیپشن لکھا کہ ’’سرحدوں نے تقسیم کیا، کرکٹ نے اکٹھا کر دیا۔‘‘ واضح رہے کہ بھارتی حکومت پاکستان کے ساتھ کھیلوں میں بھی سیاست کو داخل کر لیتی ہے۔ اسی وجہ سے دونوں ٹیموں کے درمیان 10 سال سے باہمی کرکٹ رابطے منقطع ہیں تاہم کثیر القومی آئی سی سی ٹورنامنٹس میں دونوں روایتی حریف ٹیمیں مدمقابل آتی رہتی ہیں۔ ہانگ کانگ سپر سکسز کا آغاز کل سے ہو رہا ہے۔ ایونٹ میں 12 ٹیمیں شرکت کر رہی ہیں، جنہیں چار گروپس میں تقسیم کیا گیا ہے۔ ہر گروپ کی دو ٹاپ ٹیمیں کوارٹر فائنل کے لیے کوالیفائی کریں گی۔ پاکستان اور بھارت، یو اے ای کے ہمراہ سی گروپ میں شامل ہے۔ ٹورنامنٹ کے کوارٹر فائنل ہفتہ 2 نومبر جب کہ سیمی فائنل اور فائنل اتوار 3 نومبر کو کھیلے جائیں گے۔,Sports
92,گوتم گمبھیر کے لئے عدالت سے بری خبر,https://urdu.arynews.tv/delhi-court-orders-against-gautam-gambhir/,بھارت کے سابق کرکٹر گوتم گمبھیر کی مشکلات میں دہلی کی عدالت کے حکم کے بعد اضافہ ہوسکتا ہے۔ عدالت نے سابق کرکٹر کے خلاف دھوکہ دہی کے معاملہ میں نئے سرے سے تحقیقات کا حکم دے دیا ہے۔ بھارتی میڈیارپورٹسکے مطابق عدالت نے بھارتی کرکٹ ٹیم کے موجودہ ہیڈ کوچ گوتم گمبھیر اور دیگر کو فلیٹ خریداروں کے ساتھ مبینہ دھوکہ دہی کے معاملے میں الزامات سے برات دینے کا سابق فیصلہ بھی مسترد کر دیا ہے۔ مجسٹریٹ عدالت کے حکم کو خصوصی جج وشال گوگنے نے ایک طرف رکھتے ہوئے کہا کہ یہ گمبھیر کے خلاف الزامات پر فیصلہ کرنے میں ”ناکافی ذہنی اظہار“ کی عطاسی کرتا ہے۔ رئیل اسٹیٹ کمپنیوں اور گمبھیر کے خلاف مبینہ دھوکہ دہی کا معاملہ درج کیا گیا تھا جو کمپنیوں کے جوائنٹ وینچر ڈائریکٹر اور برانڈ ایمبیسیڈر تھے۔ عدالت میں جج نے کہا کہ گمبھیر واحد ملزم تھا جس کا برانڈ ایمبیسیڈر کے طور پر ”سرمایہ کاروں سے براہ راست رابطہ“ تھا۔ عدالت نے کہا کہ گمبھیر کے برانڈ ایمبیسیڈر کے طور پر اس کے کردار کے علاوہ کمپنی کے ساتھ مالی معاملات بھی تھے اور وہ 29 جون 2011 اور یکم اکتوبر 2013 کے درمیان وہ ایک اضافی ڈائریکٹر تھے۔ اس سے قبل بھارتی بیٹنگ اسٹار ویرات کوہلی کی حالیہ خراب فارم اور کم رنز بنانے پر تنقید کرنے والوں کو گمبھیر نے کرارا جواب دیدیا۔ بنگلہ دیش کے خلاف حالیہ ٹیسٹ سیریز میں وریرات کوہلی کی پرفارمنس اوسط درجے کی رہی تھی جبکہ اس سے قبل بھی وہ ہوم سیریز میں اپنی بیٹنگ سے کوئی خاص تاثر چھوڑنے میں ناکام رہے تھے، کوہلی نے 2024 میں صرف تین ٹیسٹ میچز کھیے اور ایک بھی ففٹی اسکور نہ کرپائے۔ بھارتی ہیڈ کوچ نے کہا کہ ویرات کے بارے میں میرے خیالات ہمیشہ سے بہت واضح رہے ہیں کہ وہ ایک عالمی معیار کا کرکٹر ہے، اس نے اتنے طویل عرصے تک پرفارم کیا ہے، وہ اب بھی رنز کا اتنا ہی بھوکا ہے جتنا کہ اپنے ڈیبیو کے وقت تھا۔,Sports
93,شعیب ملک کا محمد رضوان کو کپتان بنانے پر رد عمل سامنے آگیا,https://urdu.arynews.tv/shoaib-malik-react-mohammad-rizwan-captaincy/,پاکستانی کرکٹ ٹیم کے سابق کپتان شعیب ملک نے قومی ٹیم کے وکٹ کیپر محمد رضوان کے کپتان بنائے جانے پر اپنی رائے کا اظہار کیا ہے۔ رپورٹس کے مطابق ریاض میں میڈیا سے بات کرتے ہوئے سابق کپتان شعیب ملک نے کہا کہ محمد رضوان کے کرکٹ ٹیم کے کپتان بننے پر خوشی ہے، وہ اسمارٹ کرکٹر ہیں۔ سابق کپتان نے کہا کہ محمد رضوان نے جہاں بھی کپتانی کی کامیاب رہے، امید ہے قومی ٹیم میں بھی وہ کامیاب ہوں گے، ان کی کامیابی کے لیے دعا گو ہوں، ناکامی زیادہ سکھاتی اور کامیابی صرف آپ کا دماغ خراب کرتی ہے۔ واضح رہے کہ حال ہی میں محمد رضوان کو ون ڈے اور ٹی ٹوئنٹی فارمیٹ کا کپتان جبکہ آغا سلمان کو نائب کپتان مقرر کیا گیا ہے۔ اس سے قبل سابق چیئرمین پی سی بی و کمنٹیٹر رمیز راجہ نے گیری کرسٹن کے استعفیٰ اور محمد رضوان کو کپتان بنانے پر ردعمل دے دیا۔ سابق کرکٹر رمیز راجہ نے کہا کہ محمد رضوان کو جو ٹیم دی گئی ہے اس میں میچ ونر بھی نہیں ہے، بابر اعظم سے پوچھنا چاہیے تھا کہ وہ آرام چاہتے ہیں یا نہیں۔ انہوں نے کہا کہ فخر زمان وائٹ بال میں پاکستان ٹیم کی ضرورت ہیں۔ رمیز راجہ نے کہا کہ پاکستان کو کوچ گیری کرسٹن کے تجربے کی ضرورت تھی، گیری کے معاملے پر کرکٹ بورڈ کو وضاحت دینی چاہیے۔ گزشتہ روز سابق چیئرمین پی سی بی رمیز راجہ نے اپنے وی لاگ میں وضاحت دیتے ہوئے کہا تھا کہ رمیز راجہ نے کہا کہ کھلاڑیوں سے سوال کرنا میرا حق ہے، پاکستان کی کامیابی سے سب کو عزت ملے گی۔ ان کا کہنا تھا کہ سوشل میڈیا پر شرلی چھوڑ دی گئی، مقصد کسی کو نیا دکھانا نہیں تھا، شان کو بیٹنگ میں غلطیاں دور کرنے کا کہا تھا، پاکستان کی کامیابی سے سب کو عزت ملے گی۔,Sports
94,فخر زمان کے بیٹے کی شاندار بولنگ، ویڈیو وائرل,https://urdu.arynews.tv/viral-video-fakhar-zaman-son-bowling/,پاکستانی کرکٹ ٹیم کے جارح مزاج بلے باز فخر زمان کے بیٹے کی بولنگ کرواتے ہوئے ویڈیو سوشل میڈیاکی زینت بن گئی۔ سوشل میڈیا پر وائرل ہونے والی ویڈیو میں دیکھا جاسکتا ہے کہ پاکستانی کرکٹر کا بیٹا دونوں ہاتھوں سے انتہائی مہارت کے ساتھ گیند بازی کا مظاہرہ کررہا ہے۔ پاکستانی کرکٹر فخر زمان بھی اپنے بیٹے کی اس مہارت کو دیکھ کر حیرانی کا ا ظہار کررہے ہیں۔ دوسری جانب انگلینڈ کے خلاف ٹیسٹ سیریز میں بابر اعظم کو باہر کرنے کے بعد فخر نے ان کی حمایت میں ٹوئٹ کیا تھا جس کے بعد انہیں ناصرف آسٹریلیا کے دورے سے باہر کیا گیا بلکہ وہ سینٹرل کنٹریکٹ سے بھی محروم ہوگئے۔ چیئرمین پی سی بی محسن نقوی نے بھی پریس کانفرنس میں تصدیق کی تھی کہ فخر کی فٹنس اور ان کا ٹوئٹ بھی مشکلات کا باعث بنا ہے۔ تاہم اب ذرائع کا کہنا ہے کہ پی سی بی فخر کا معاملہ جلد حل کرلے گا۔ انہوں نے شوکاز کے جواب میں اپنا مؤقف واضح انداز میں پیش کیا ہے۔ واضح رہے کہ اس سے قبل یہ خبریں بھی سامنے آئی تھیں کہ فخر نے ریٹائرمنٹ پر غور شروع کردیا ہے، وہ پاکستان کرکٹ بورڈ (پی سی بی) کی سلیکشن پالیسی میں دوہرے معیار سے ناخوش ہیں۔ ذرائع کے حوالے سے کہا گیا تھا کہ فخر نے اپنے قریبی لوگوں سے انٹرنیشنل کرکٹ سے ممکنہ ریٹائرمنٹ کے بارے میں مشاورت شروع کر دی ہے۔,Sports
95,انگلش ٹیسٹ کپتان بین اسٹوکس کے گھر میں ڈکیتی,https://urdu.arynews.tv/ben-stokes-home-burgled-appeal/,انگلش ٹیسٹ کپتان بین اسٹوکس کے گھر میں ڈکیتی کی واردات ہوئی ہے، نقاب پوش افراد گھر سے زیورات اور قیمتی اور نایاب اشیاء لے اڑے۔ انگلش ٹیسٹ کپتان نے سامان کی واپسی کیلئے سوشل میڈیا پر متعلقہ حکام سے مدد کی اپیل کردی، ڈکیتی کا واقعہ 17 اکتوبر کو کاسل ایڈن میں پیش آیا اُس وقت بین اسٹوکس پاکستان میں ٹیسٹ سیریز کھیل رہے تھے۔ سماجی رابطے کی ویب سائٹ ایکس پر اپنے پیغام میں انہوں نے لکھا کہ جب ڈکیتی کی واردات ہوئی اہلیہ اور دو بچے گھر میں ہی موجود تھے تاہم اہل خانہ محفوظ رہے۔ اسٹوکس نے اپنے ایکس اکاؤنٹ پر واقعے کی تفصیلات اور چوری کیے گئے سامان کی تصاویر شیئر کیں۔ ان اشیاء میں 2019 میں دیا گیا او بی ای اعزاز، کرسچین ڈائر کا ایک ہینڈ بیگ، انگلینڈ کرکٹ کے نشان والا سونے کا انگوٹھی اور کچھ بریسلیٹ شامل تھے۔ ان کا کہنا ہے کہ ان چوری کی جانے والی اشیاء میں سے اکثر کا تعلق میرے اور میرے خاندان کے لیے جذباتی طور پر بہت زیادہ اہمیت کا حامل ہے اور یہ ناقابلِ تلافی نقصانات ہیں۔ Comments,Sports
96,فخر زمان کا معاملہ جلد حل ہونے کا امکان,https://urdu.arynews.tv/fakhar-zamans-issue-likely-to-be-resolved-soon/,قومی ٹیم کے بیٹر فخر زمان کی مشکلات جلد ختم ہونے کا امکان ہے۔ انگلینڈ کے خلاف ٹیسٹ سیریز میں بابر اعظم کو باہر کرنے کے بعد فخر زمان نے ان کی حمایت میں ٹوئٹ کیا تھا جس کے بعد انہیں ناصرف آسٹریلیا کے دورے سے باہر کیا گیا بلکہ وہ سینٹرل کنٹریکٹ سے بھی محروم ہوگئے۔ چیئرمین پی سی بی محسن نقوی نے بھی پریس کانفرنس میں تصدیق کی تھی کہ فخر کی فٹنس اور ان کا ٹوئٹ بھی مشکلات کا باعث بنا ہے۔ تاہم اب مؤخر کرکٹ ویب سائٹ کے مطابق ذرائع کا کہنا ہے کہ پی سی بی فخر زمان کا معاملہ جلد حل کرلے گا۔ ذرائع کے مطابق فخر زمان نے شوکاز کے جواب میں اپنا مؤقف واضح انداز میں پیش کیا ہے۔ یہ پڑھیں: کیا فخر زمان نے ریٹائرمنٹ پر غور شروع کردیا؟ ذرائع نے بتایا کہ پی سی بی کی جانب سے معاملے کو منطقی حل دینے کے اشارے ملے ہیں۔ اگلے چند دنوں میں فخر زمان کے ایشو پر پیش رفت کا امکان ہے۔ فخر زمان کو ٹیم سے باہر کرنے کے بعد سابق کرکٹرز اور شائقین کرکٹ کی جانب سے بھی پی سی بی کو تنقید کا نشانہ بنایا تھا اور شائقین انہیں ٹیم میں شامل کرنے کا مطالبہ کررہے تھے۔ واضح رہے کہ اس سے قبل یہ خبریں بھی سامنے آئی تھیں کہ فخر زمان نے ریٹائرمنٹ پر غور شروع کردیا ہے، وہ پاکستان کرکٹ بورڈ (پی سی بی) کی سلیکشن پالیسی میں دوہرے معیار سے ناخوش ہیں۔ ذرائع کے حوالے سے کہا گیا تھا کہ فخر نے اپنے قریبی لوگوں سے انٹرنیشنل کرکٹ سے ممکنہ ریٹائرمنٹ کے بارے میں مشاورت شروع کر دی ہے۔,Sports
97,بھارتی ٹیم پر نیوزی لینڈ کا خوف طاری، وائٹ واش سے بچنے کے لیے انوکھا اقدام,https://urdu.arynews.tv/new-zealand-terrorized-indian-team-unique-move-avoid-whitewash/,نیوزی لینڈ کے ہاتھوں اپنی سرزمین پر وائٹ واش کی ہزیمت سے بچنے کے لیے بھارتی کوچ اور کپتان نے نیٹ پریکٹس کے لیے 35 بولرز کو طلب کرلیا۔ اپنی سرزمین پر 12 سالوں بعد بھارت کو کسی ٹیسٹ سیریز میں شکست کا سامنا کرنا پڑا ہے، مگر بات یہیں ختم نہیں ہوتی بلکہ نیوزی لینڈ کے خلاف لگاتار 2 ٹیسٹ میچز ہارنے کے بعد اب بھارتی  ٹیم اپنی سرزمین پر وائٹ واش کے خطرے سے دوچار ہے۔ ممبئی کے وانکھیڈے اسٹیڈیم میں روہت شرما کے سرماؤں کو ٹام لیتھم کے 11 کیویز کا مقابلہ کرنا ہے جبکہ بھارتی ٹیم کسی صورت ہوم گراؤنڈ پر وائٹ واش نہیں ہونا چاہتی، اسی کے پیش نظر بھارتی کوچ اور کپتان نے نیٹ میں بولنگ کرنے کے لیے 35 بولرز کو بلالیا۔ رپورٹس کے مطابق گوتم گھمبیر اور روہت شرما نے ممبئی کرکٹ ایسوسی ایشن پر زور دیا کہ بھارت کے پریکٹس سیشن کے لیے 35 نیٹ بولرز کا انتظام کریں۔ پونے میں لگاتار دوسرے ٹیسٹ میں شکست کے بعد یہ بھارت کا دو دن کے وقفے کے بعد فل فلیش ٹریننگ سیشن تھا، بھارت نے اس سیشن کے حوالے سے ایسکٹرا بولرز کے لیے خصوصی درخواست کی۔ اس سیشن میں بھارتی بیٹرز کا فوکس اسپنرز کی طرف تھا اور انھوں نے اسپن بولنگ کھیلنے کی مشق کی کیوں کہ مچل سینٹنر نے آخری ٹیسٹ میں 13 وکٹیں لے کر تباہی مچادی تھی۔ خیال رہے کہ بھارت اپنی سرزمین پر 18 ٹیسٹ سیریز مسلسل جیتنے کے بعد نیوزی لینڈ کے ہاتھوں ہارا ہے جبکہ نیوزی لینڈ نے بھارت میں کسی ٹیسٹ میں 36 سال بعد کامیابی حاصل کی تھی۔,Sports
98,بابر اعظم کو بتانا ہوگا وہ ویوین رچرڈز ہیں، رمیز راجہ,https://urdu.arynews.tv/ramiz-raja-trolled-compares-babar-azam-to-sir-vivian-richards/,سابق چیئرمین پی سی بی اور کمنٹیٹر رمیز راجہ، بابر اعظم کا موازنہ سر ویوین رچرڈز سے کرنے پر تنقید کی زد میں آگئے۔ یوٹیوب چینل پر گفتگو کرتے ہوئے سابق کرکٹر رمیز راجہ نے ایک بار پھر بابر اعظم کی حمایت کرتے ہوئے کہا کہ بابر بڑے میچ میں بڑی اننگز کھیلنے والے کرکٹر ہیں انہیں اپنے ٹیمپرامنٹ سے ثابت کرنا ہے کہ وہ ویوین رچرڈز ہیں۔ انہوں نے کہا کہ مجھے یقین ہے کہ بابر ابھی مزید آگے جائیں گے، وہ ریڈ بال کرکٹ میں بہت اچھے کرکٹر ہیں، ون ڈے اور ٹی 20 فارمیٹس میں بھی ان کی اوسط 50 سے زائد ہے۔ سوشل میڈیا صارفین کی جانب سے بابر کا موازنہ ویوین رچرڈز سے کرنے پر رمیز راجہ کو نتقید کا نشانہ بنایا جارہا ہے۔ یہ پڑھیں: ’شان مسعود میرے بیٹے کی طرح ہے‘ رمیز راجہ کی متنازع بیان پر وضاحت ایک صارف نے کہا کہ بابر اس وقت ٹیسٹ اسکواڈ کا حصہ نہیں ہیں، بابر کو رچرڈز جیسے کرکٹ آئیکون سے جوڑنا نامناسب ہے۔ دوسرے صارف نے لکھا کہ ’بھائی بس کردے، ویوین رچرڈز تو دور کی بات بابر پاکستان کا تیمبا باووما بھی نہیں ہے۔‘ تیسرے صارف نے کہا کہ ’رمیز راجہ خوابوں سے جاگو، بابر کا موازنہ گریٹ آف آل ٹائم ویوین رچرڈز سے کرنے سے پہلے اپنی ذہنیت کو بڑھاؤ۔‘ واضح رہے کہ کپتانی کو خیر باد کہنے کے بعد پہلی بار بطوربیٹر بابر اعظم آسٹریلیا میں 3 ون ڈے اور 3 ٹی20 کھیلنے کیلئے ساتھی کرکٹرز کے ساتھ مبلرن پہنچے ہیں۔ یاد رہے کہ اس سے قبل رمیز راجہ کو شان مسعود اور نعمان علی سے متعلق بیان پر تنقید کا سامنا تھا پھر انہوں نے وضاحت دیتے ہوئے کہا تھا کہ شان مسعود میرے بیٹے کی طرح ہے میں نے اسے بیٹنگ کی خامیوں سے متعلق آگاہ کیا تھا۔,Sports
99,گلین میسکویل نے پاکستان ٹیم کو خطرناک قرار دے دیا,https://urdu.arynews.tv/glenn-maxwell-pakistan-team-ausvspak/,آسٹریلیا کے جارح مزاج بیٹر گلین میکسویل نے پاکستان کو خطرناک ٹیم قرار دے دیا۔ پاکستان کے خلاف ون ڈے سیریز سے قبل آسٹریلیوی آل راؤنڈر گلین میکسویل نے کہا کہ پاکستان ایک ایسی ٹیم ہے جس کے خلاف پلاننگ بنانا بہت مشکل ہوتا ہے، پاکستان کی وائٹ بال ٹیم بہت خطرناک ہے۔ انہوں نے کہا کہ آپ کو کبھی نہیں پتا ہوتا کہ ان کے خلاف کیا ہوگا۔ گلین میکسویل نے کہا کہ ورلڈ کپ میچ میں بھی پاکستان نے ہمیں تقریباً باہر کردیا تھا لیکن وہ میچ جیت گئے، آسٹریلیا اور پاکستان کی سیریز بہت دلچسپ ہوگی۔ یہ پڑھیں: قومی کرکٹ ٹیم کا دوسرا گروپ کراچی سے میلبرن روانہ واضح رہے کہ آسٹریلیا سے ون ڈے اور ٹی 20 سیریز کھیلنے کے لیے قومی ٹیم کا دوسرا گروپ آج میلبرن پہنچے گا۔ قومی کرکٹ ٹیم کے کھلاڑی نجی ایئرلائن کی پرواز سے آسٹریلیا روانہ ہوئے تھے، سیریز کے لیے روانہ ہونے والے پلیئرز میں وائٹ بال کپتان محمد رضوان، نائب کپتان سلمان علی آغا اور عبداللہ شفیق شامل تھے۔ اس کے علاوہ آل راؤنڈر عامر جمال، اوپنر صائم ایوب، مڈل آرڈر بیٹر کامران غلام کے ساتھ ساتھ حسیب اللہ اور عرفات منہاس بھی آسٹریلیا روانہ ہوئے ہیں۔ قومی کھلاڑیوں کا پہلا گروپ پہلے ہی آسٹریلیا پہنچ چکا ہے، پاکستان کرکٹ ٹیم آسٹریلیا کے خلاف اپنا پہلا میچ 4 نومبرکو کھیلے گی۔,Sports
100,بھارتی ٹیم کا ہیڈکوچ کس کو مقرر کیا گیا؟,https://urdu.arynews.tv/vvs-laxman-named-india-head-coach-for-south-africa-tour/,وی وی ایس لکشمن کو جنوبی افریقا دورے کے لیے ہندوستان کا ہیڈ کوچ نامزد کیا گیا ہے۔ سابق ٹیسٹ کرکٹر VVS لکشمن آئندہ دورہ جنوبی افریقا کے دوران ہندوستان کے ہیڈ کوچ کے طور پر کام کریں گے جہاں وہ چار میچوں کی T20I سیریز کھیلیں گے۔ سیریز کا آغاز 8 نومبر کو ڈربن میں ہوگا اس کے بعد بالترتیب 10، 13 اور 15 نومبر کو گکیبرہا، سنچورین اور جوہانسبرگ میں میچز ہوں گے۔ لکشمن کو عارضی طور پر گوتم گمبھیر کی جگہ ہیڈ کوچ کا کردار ادا کرنے کے لیے مقرر کیا گیا ہے۔ لکشمن کے کوچنگ اسٹاف میں بنگلورو میں نیشنل کرکٹ اکیڈمی (NCA) کے ممبران، جیسے سائراج بہوتولے، ہرشیکیش کانیتکر اور سبھادیپ گھوش شامل ہوں گے۔ جنوبی افریقہ سیریز کے لیے بھارت کا T20I سکواڈ سوریہ کمار یادو (C)، ابھیشیک شرما، سنجو سیمسن (WK)، رنکو سنگھ، تلک ورما، جیتیش شرما (WK)، ہاردک پانڈیا، اکسر پٹیل، رمندیپ سنگھ، ورون چکرورتی، روی بشنوئی، ارشدیپ سنگھ، وجے کمار ویشا ، اویش خان، یش دیال۔,Sports
