,Article ID,Titles,Links,Contents,Gold Labels
576,577,ملک میں آج سونے کی قیمت کیا رہی؟,https://urdu.arynews.tv/today-gold-rates-in-pakistan-dated-4-november-2024/,کراچی کاروباری ہفتے پہلے روز ملک میں تولہ سونے قیمت میں  روپے کا اضافہ ہوگیا۔ آل پاکستان جیمز اینڈ جیولرز ایسوسی ایشن مطابق ملک میں تولہ سونے قیمت  روپے اضافے بعد  لاکھ  ہزار  روپے ہوگئی۔ اسی طرح  گرام سونے قیمت  روپے اضافے بعد  لاکھ  ہزار  روپے رہی۔ عالمی مارکیٹ میں بھی سونے قیمت میں اضافے کا رجحان رہا، سونا  ڈالر اضافے سے  ڈالر اونس رہا۔      پاکستان میں آج ڈالر قیمت واضح سونا خریدنا روایتی محفوظ سرمایہ کاری سمجھا جاتا جس قیمت افراط زر، سیاسی معاشی عدم استحکام اوقات میں بڑھ جاتی ہے۔ اسے صدیوں سے کرنسی دولت شکل استعمال کیا جاتا رہا ہے، جب سرمایہ کار دوسرے اثاثوں بارے میں غیر یقینی محسوس ہیں، وہ سونا خریدے ہیں۔ پاکستان میں گذشتہ برس سونے قیمت تعین کار میں تبدیلی کردی تھی، جس تحت سونے قیمت انٹرنیشنل مارکیٹ ریٹ سے  ڈالر اونس زیادہ مقرر گئی۔ ,Business
577,578,شرحِ سود میں ڈھائی فیصد کی کمی,https://urdu.arynews.tv/2-5-percent-reduction-in-interest-rate/,اسٹیٹ بینک نے آف پاکستان نے آئندہ ڈیڑھ ماہ شرح سود میں ڈھائی فیصد کمی کر دی۔ اسٹیٹ بینک جانب سے اعلان مطابق مانیٹری پالیسی کمیٹی نے شرح سود میں  بیسز پوائنٹس کمی کر جس بعد شرح سود  فیصد سے کم کر  فیصد آگئی۔ ایف پی سی سی آئی نے شرح سود میں  فیصد کمی کو مسترد کر دیا۔ صدر ایف پی سی سی ثاقب فیاض مگون کا کہنا مانیٹری پالیسی کا اعلان شرح سود میں  کمی امید شرح سود میں پانچ فیصد کمی جائے حکومت اسٹیٹ بینک سے مطالبہ شرح سود کو فوری بارہ فیصد لایا جائے۔ صدر کراچی چیمبر آف کامرس اینڈ انڈسٹری جاوید بلوانی نے ستمبر  میں افراط زر میں نمایاں کمی ساتھ  فیصد سطح آنے اسٹیٹ بینک آف پاکستان کو آئندہ مانیٹری پالیسی کمیٹی میں پالیسی ریٹ میں کم از کم  سے  بیسس پوائنٹس کمی کا مطالبہ کیا تھا۔ انہوں نے کہا افراط زر اب قابو میں اشیاء قیمتوں میں استحکام ساتھ کم از کم  سے  بیسس پوائنٹس پالیسی ریٹ میں کمی کاروبار دباؤ کو کم کرنے معاشی سرگرمیوں کو تیز کرنے لیے بہت ہے، نیز کم شرح سود بڑے پیمانے مینوفیکچرنگ میں ترقی کو تقویت بخشے جس میں حالیہ مہینوں میں مسلسل کمی ہے۔ ,Business
578,579,اسٹیٹ بینک آج  نئی مانیٹری پالیسی کا اعلان آج کرے گا,https://urdu.arynews.tv/state-bank-will-announce-new-monetary-policy-today/,کراچی  نئی مانیٹری پالیسی کا اعلان آج کیا جائے گا، جس مین شرح سود میں ڈیڑھ سے فیصد کمی متوقع ہے۔ تفصیلات مطابق اسٹیٹ بینک اگلے ڈیڑھ ماہ نئی مانیٹری پالیسی کا اعلان آج گا۔ مانیٹری پالیسی کمیٹی کا اجلاس گورنر سٹیٹ بینک زیرصدارت کراچی میں ہوگا، جس میں ملک مائیکرو میکرو اکنامک صورتحال سمیت بین الاقوامی حالات کا جائزہ لیا جائے گا۔ مانیٹری پالیسی اجلاس میں شرح سود میں ڈیڑھ سے فیصد کمی متوقع ہے۔ اسٹیٹ بینک کا بینکوں موجودہ شرح سود  فیصد ہے، معاشی ماہرین کا کہنا اکتوبر میں مہنگائی شرح چھ اعشاریہ نوچار فیصد سے بڑھ کر سات اعشاریہ سات فیصد ہے۔ جبکہ ستمبر میں کرنٹ اکاونٹ گیارہ کروڑ نوے لاکھ ڈالر سے سرپلس رہا ہے۔ ماہرین نے مزید کہا موڈیز فچ ریٹنگ ایجنسیوں نے پاکستان ریٹنگ اپ گریڈ ہے۔ ,Business
579,580,پی آئی اے کا ایک اور خریدار سامنے آ گیا,https://urdu.arynews.tv/gohar-ejaz-ready-take-pia/,خسارے میں ڈوبی پاکستان قومی ایئرلائن پی اے کو خریدنے لیے خریدار سامنے آگیا۔ تفصیلات مطابق سابق نگران وفاقی وزیر گوہر اعجاز نے کہا ایس ایف سی، پی اے بولی دینے والی پانچوں کمپنیوں کو بلا کر ان تحفظات سنیں اگر وہ نہیں آتے ہم فیڈریشن آف چیمبر پلیٹ فارم سے پی اے لینے کو تیار ہیں۔       ایف پی سی سی میں صنعت کاروں ساتھ نیوز کانفرنس سابق وفاقی وزیر ڈاکٹر گوہر اعجاز نے کہا  ٹریلین روپے سال پی پیز کو دیے جاتے ہیں، پاور پلانٹس نے  سال پاکستان کا خون چوسا، اکانومی چل لیکن بیشتر پالیسیاں نہیں۔ یونائٹیڈ بزنسمین ایس ایم تنویر نے کہا گزشتہ سال زراعت میں گروتھ  فیصد آئی، زراعت تنزلی کا شکار ہے، حکومت ہوش ناخن ۔ توانائی قیمتوں وجہ سے صنعتیں بند سرمایہ بیرون ملک منتقل رہا ہے۔ ,Business
580,581, روپے مالیت کے پرائز بانڈ رکھنے والوں کیلیے اہم خبر,https://urdu.arynews.tv/rs-100-prize-bonds-important-news/, روپے مالیت پرائز بانڈ رکھنے لیے بڑی خوشخبری خوش نصیب جلد لکھ پتی بن سکتے ہیں۔ پاکستان میں شہری پرائز بانڈز کو سرمایہ کاری لیے ترجیح جس وجہ ان بنیادی رقم محفوظ رہنے ساتھ تین ماہ بعد انعام ملنے امکانات سے ان سرمایہ کاری بڑھنے کا امکان ہوتا ہے۔ حکومت پاکستان جانب سے متعدد مالیت انعامی بانڈز متعارف کرائے ہیں۔ ان میں ، ، ، ،  مالیت پرائز بانڈز ہیں۔ نیشنل سیونگ ڈویژن نے  روپے مالیت پرائز بانڈز قرعہ اندازی تاریخ کا اعلان کر دیا جو رواں ماہ جمعہ  نومبر کو ملتان میں ہوگی۔ اس مالیت پرائز بانڈ کا سب سے بڑا انعام  لاکھ روپے ہے۔ دوسرے انعام مالیت  لاکھ جب عمومی انعام رقم ہزار روپے ہے۔ واضح سینٹرل ڈائریکٹوریٹ آف نیشنل سیونگز نے  دہائی سے پرائز بانڈ اسکیم متعارف کروائی مرکزی بینک اس منیجر فرائض انجام ہیں۔ تین ماہ وقفے ساتھ نیشنل سیونگز قرعہ اندازی منعقد کرتا جیتنے خوش نصیبوں نمبرز کا اعلان کیا جاتا ہے۔ پرائز بانڈ سے انعامی رقم حاصل کرنے کا آسان اس اسکیم کا مقصد فنڈز اکٹھا کرنا تھا عام آدمی لیے کسی نقصان بغیر فنڈز رکھنے کا بہترین ہے۔ ,Business
581,582,آئی ایم ایف کی جانب سے اہداف نظرثانی مسترد کرنیکی خبر بےبنیاد ہے، ایف بی آر,https://urdu.arynews.tv/fbr-news-imf-rejecting-target-revision-baseless/,اسلام آباد ایف بی آر نے ایم ایف جانب سے اہداف نظرثانی درخواست مسترد جانے خبروں سختی سے تردید ہے۔ تفصیلات مطابق فیڈرل بورڈ آف ریونیو نے وضاحت کہا ایم ایف جانب سے اہداف نظرثانی مسترد کرنے خبر بےبنیاد ہے، اہداف نظرثانی سے متعلق ایم ایف سے ملاقات نہیں گئی۔ ایف بی آر نے بتایا نہ اہداف میں نظرثانی کا موضوع کبھی ایجنڈے رہا ہے، ایم ایف ساتھ اہداف نظرثانی بات نہیں گئی۔ ایف بی آر نے ویب سائٹ جاری پریس ریلیز میں بتایا افسوس بات الیکٹرانک میڈیا کچھ چینلز نے یکسر من گھڑت، بے بنیاد جھوٹی خبر نشر جس میں کہا گیا ایم ایف نے اہداف میں نظر ثانی لیے ایف بی آر درخواست مسترد کر ہے۔ ایف بی آر نے کہا اس بات سختی سے تردید جاتی اس موضوع ایم ایف ساتھ ملاقات ہے۔ بات بھی حقیقت ایم ایف ساتھ کسی بھی اجلاس، چاہے وہ ورچوئل یا دیگر، موضوع ایجنڈے کا حصہ نہیں رہا ہے۔ لہذا، ایف بی آر نہ صرف اس خبر کو مسترد کرتا بلکہ قومی ذرائع ابلاغ سے درخواست کرتا وہ ایسی جھوٹی خبروں سے گریز جو ہمارے قومی مفادات منفی اثر ڈال سکتی ہیں۔ ,Business
582,583,سعودی عرب میں سونے کی قیمت میں استحکام,https://urdu.arynews.tv/saudi-arabia-gold-rates-today-02-november-2024/,سعودی عرب میں ہفتہ  نومبر کو  قیراط سونے تولہ قیمت برقرار ہے، تولہ  سعودی ریال میں صارفین لیے دستیاب ہے۔ مملکت میں  گرام  قیراط سونے قیمت  سعودی ریال حساب سے بنا کسی ردوبدول برقرار ہے، اس علاوہ اونس سونے قمیت ، سعودی ریال ہے۔ سعودی عرب سمیت دنیا بھر میں سونے قیمت مسلسل بدلتی رہتی ہے، صارف کو اس پوسٹ میں کچھ فرق محسوس ہوسکتا کیونکہ قیمتیں  نومبر  کو صبح اوقات میں اپ ڈیٹ تھیں۔ دریں اثنا پاکستان جیمز اینڈ جیولر ایسوسی ایشن مطابق یک نومبر کو ملک میں سونے تولہ قیمت میں  روپے کمی واقع تھبی، جس بعد سونا  لاکھ  ہزار  روپے تولہ ہوگیا تھا۔ اسی طرح گرام سونےکی قیمت میں  روپے کمی ریکارڈ سونا  لاکھ  ہزار  کا ہوگیا تھا جبکہ چاندی تولہ قیمت  روپے کمی بعد  روپے تھی۔ واضح سونا خریدنا روایتی محفوظ سرمایہ کاری سمجھا جاتا جس قیمت افراط زر، سیاسی معاشی عدم استحکام اوقات میں بڑھ جاتی ہے۔ اسے صدیوں سے کرنسی دولت شکل استعمال کیا جاتا رہا ہے، جب سرمایہ کار دوسرے اثاثوں بارے میں غیر یقینی محسوس ہیں، وہ سونا خریدے ہیں۔ پاکستان میں گذشتہ برس سونے قیمت تعین کار میں تبدیلی کردی تھی، جس تحت سونے قیمت انٹرنیشنل مارکیٹ ریٹ سے  ڈالر اونس زیادہ مقرر گئی۔ ,Business
583,584,بچت اسکیموں سے منافع حاصل کرنے والوں کے لیے اہم خبر,https://urdu.arynews.tv/defence-savings-certificates-profit-from-nov-2024/,وفاقی حکومت نے دہائیوں قبل ڈیفنس سیونگ سرٹیفکٹس ڈی ایس سی اسکیم متعارف کروائی جس کا مقصد طویل مدتی سرمایہ کاروں کو ان مالی ضروریات پوری کرنے میں مدد فراہم کرنا تھا۔ قومی بچت بینک یا نیشنل سیونگز دس سال کا میچورٹی پلان پیش کرتا تاکہ سرمایہ کار اپنی بچت زیادہ سے زیادہ منافع حاصل کرسکیں۔ ڈی ایس سی میں کون سرمایہ کاری کر سکتا ہے؟ پاکستانی شہری بیرون ملک مقیم پاکستانی دونوں ڈیفنس سیونگ سرٹیفکیٹس میں سرمایہ کاری کر سکتے ہیں۔ ان سرٹیفکیٹس میچورٹی مدت  سال  روپے،  روپے،  روپے،  روپے،  روپے،  روپے،  روپے ، روپے مالیت میں آتے ہیں۔ نومبر  میں ڈیفنس سیونگز سرٹیفکیٹس کا منافع نومبر  سے ڈیفنس سیونگ سرٹیفکیٹس منافع شرح  فیصد مقرر اس سے قبل شرح  فیصد تھی۔ لاکھ روپے سرمایہ کاری  سال میچورٹی سال مکمل ہونے منافع درج ذیل ہے۔ ٹیکس زکوٰۃ کٹوتی اسٹیٹ بینک آف پاکستان پالیسی مطابق منافع ٹیکس زکوٰۃ کٹوتی جاتی جبکہ فائلرز لیے ود ہولڈنگ ٹیکس  فیصد جبکہ نان فیلڈرز لیے  فیصد مقرر کیا گیا ہے۔ ,Business
584,585,سعودی عرب میں آج سونے کی قیمت کیا ہے؟,https://urdu.arynews.tv/gold-rates-in-saudi-arabia-01-november-2024/,سعودی عرب میں جمعہ یکم نومبر کو تولہ  قیراط سونے قیمت کم کر  سعودی ریال  آگئی۔ اسی طرح  گرام  قیراط سونا مملکت میں   میں فروخت رہا ہے۔ سعودی عرب سمیت دنیا بھر میں سونے قیمت مسلسل بدلتی رہتی اس پوسٹ میں کچھ فرق گا کیونکہ قیمتیں  نومبر  کو صبح  بجے اپ ڈیٹ تھیں۔ پاکستان جیمز اینڈ جیولر ایسوسی ایشن نے بتایا ملک میں سونے تولہ قیمت میں  روپے کمی ہوئی، جس بعد سونا  لاکھ  ہزار  روپے تولہ ہوگیا۔ اسی طرح گرام سونےکی قیمت میں  روپے کمی ریکارڈ سونا  لاکھ  ہزار  کا ہوگیا جبکہ چاندی تولہ قیمت  روپے کمی بعد  روپے عالمی مارکیٹ میں سونا  ڈالرز کمی سے  ڈالر اونس سطح آگیا۔ واضح سونا خریدنا روایتی محفوظ سرمایہ کاری سمجھا جاتا جس قیمت افراط زر، سیاسی معاشی عدم استحکام اوقات میں بڑھ جاتی ہے۔ اسے صدیوں سے کرنسی دولت شکل استعمال کیا جاتا رہا ہے، جب سرمایہ کار دوسرے اثاثوں بارے میں غیر یقینی محسوس ہیں، وہ سونا خریدے ہیں۔ پاکستان میں گذشتہ برس سونے قیمت تعین کار میں تبدیلی کردی تھی، جس تحت سونے قیمت انٹرنیشنل مارکیٹ ریٹ سے  ڈالر اونس زیادہ مقرر گئی۔ ,Business
585,586,کراچی چیمبر آف کامرس اینڈ انڈسٹری کا شرح سود میں نمایاں کمی کا مطالبہ,https://urdu.arynews.tv/kcci-monetary-policy-1-november-2024/,صدر کراچی چیمبر آف کامرس اینڈ انڈسٹری جاوید بلوانی نے ستمبر  میں افراط زر میں نمایاں کمی ساتھ  فیصد سطح آنے اسٹیٹ بینک آف پاکستان کو آئندہ مانیٹری پالیسی کمیٹی میں پالیسی ریٹ میں کم از کم  سے  بیسس پوائنٹس کمی کا مشورہ دیا۔ جاوید بلوانی نے گزشتہ تین اجلاسوں میں پالیسی ریٹ کو بتدریج  فیصد سے کم کر  فیصد کرنے اسٹیٹ بینک اقدام کو سراہتے کہا ستمبر میں مسلسل دوسرے ماہ مہنگائی میں سنگل ڈیجٹ کمی دیکھنے میں لہٰذا مرکزی بینک کو اب پالیسی ریٹ کو مزید جارحانہ انداز میں کم کرنا چاہیے۔ انہوں نے کہا افراط زر اب قابو میں اشیاء قیمتوں میں استحکام ساتھ کم از کم  سے  بیسس پوائنٹس پالیسی ریٹ میں کمی کاروبار دباؤ کو کم کرنے معاشی سرگرمیوں کو تیز کرنے لیے بہت ہے، نیز کم شرح سود بڑے پیمانے مینوفیکچرنگ میں ترقی کو تقویت بخشے جس میں حالیہ مہینوں میں مسلسل کمی ہے۔ ان کا کہنا تھا اکتوبر  میں جب مہنگائی شرح  فیصد اُس وقت ملک میں پالیسی ریٹ صرف  فیصد تھا لہٰذا کراچی چیمبر کا شرح سود میں جارحانہ انداز میں کمی کا مطالبہ بالکل جائز کیونکہ اب مہنگائی شرح زیادہ کم ایسے حالات میں پالیسی ریٹ کو فوری سنگل ڈیجٹ لانا چاہیے۔ جاوید بلوانی نے کہا پاکستان میں بڑے پیمانے مینوفیکچرنگ انڈیکس ایل ایس ایم آئی جنوری  مقابلے میں جولائی  دوران  فیصد کم جس سے نجی شعبے کو درپیش چیلنجز نشاندہی جس وجہ زیادہ شرح سود، قرضوں کم رسائی بہت زیادہ زرِ ضمانت شرائط ہیں۔ عالمی بینک مطابق پاکستان میں زرِ ضمانت مالیت قرضوں کا اوسطاً  فیصد سے زیادہ جس نے نجی شعبے فنانسنگ کو مزید محدود کر دیا گیا ہے۔ انہوں نے ورلڈ بینک تازہ ترین دستیاب اعداد شمار کا حوالہ بتایا پاکستان میں نجی شعبے کا قرضہ ابھرتی مارکیٹوں میں کم ترین سطح آگیا جو  جی ڈی پی کا صرف  فیصد تھا جبکہ بھارت نجی شعبے کو قرضے جی ڈی پی کا  فیصد، ترکی  فیصد بنگلہ دیش میں  فیصد ہے۔ سرکاری نجی شعبے قرضوں درمیان بڑھتا فرق تشویش کا باعث کیونکہ حکومت پبلک سیکٹر ادارے مجموعی  فیصد قرضے جذب جس وجہ سے نجی شعبہ بہت پیچھے رہ گیا ہے۔ ستمبر  مجموعی قرضوں میں نجی شعبے کا حصہ کم کر محض  فیصد رہ گیا جو مارچ  میں  فیصد تھا جب پاکستان میں پالیسی شرح زیادہ سازگار تھی۔ انہوں نے بنگلہ دیش کا حوالہ مزید کہا وہاں مالی سال  دوران سرکاری شعبے نے مجموعی قرض کا صرف  فیصد حاصل کیا جس سے ان نجی شعبے کو پنپنے کا موقع ملا۔ صدر کراچی چیمبر آف کامرس اینڈ انڈسٹری نے کہا اسٹیٹ بینک نے مہنگائی کامیابی سے قابو پالیا تاہم اس سخت مانیٹری پالیسی غیر متوازن قرضوں کا ماحول پیدا کر جو طویل مدتی ترقی امکانات کو متاثر کر سکتی ہے، مالی خسارے کو کرنے لیے بلند شرح سود ملکی قرضوں انحصار بھی پاکستان ڈومیسٹک قرضوں میں اضافے کا سبب بنا ہے، مالی سال  دوران حد سے زیادہ پالیسی ریٹ وجہ ملکی قرضوں مارک اپ  کھرب سے بڑھ کر  کھرب جا پہنچا جو  فیصد اضافے کو ظاہر کرتا ہے۔ ,Business
586,587,پی ایس او کا مالی بحران برقرار، مجموعی واجبات  ارب ہوگئے,https://urdu.arynews.tv/pso-financial-crisis/,اسلام آباد پی ایس او کا مالی بحران برقرار اس مجموعی واجبات  ارب روپے ہیں۔ اے آر وائی نیوز مطابق گردشی قرضوں کا بحران پی ایس او منافع کو نمایاں متاثر کررہا ہے، سب سے زیادہ درآمدی ایل این جی واجبات سوئی ناردرن گیس ہیں۔ ذرائع کا کہنا پی ایس او حبکو بھی  ارب  کروڑ روپے واجبات ہیں، درآمدی ایل این جی واجبات  ارب روپے ہیں۔ پی ایس او ذرائع کا کہنا سوئی ناردرن گیس کمپنی نے  ارب  کروڑ روپے ادا کرنے ہیں، توانائی سیکٹر نے پی ایس او کو  ارب روپے ادا کرنے ہیں۔ پی آئی اے نے پی ایس او کو  ارب  کروڑ روپے ادا کرنے ہیں، ایکسچینج ریٹ فرق مد میں واجبات  ارب  کروڑ ہیں۔ پی ایس او ذرائع کا کہنا مقامی ریفائنریز، درآمدی پیٹرولیم مصنوعات مد میں ادائیگی بھی جانی ہیں، پی ایس او نے متعلقہ وزارتوں سے  ارب واجبات رقم مانگ ہے۔ ,Business
587,588,ملک میں سونے کی قیمت میں اچانک بڑی کمی، فی تولہ کتنے کا ہوگیا,https://urdu.arynews.tv/gold-rate-in-pakistan-today-1-nov-2024/,کراچی  پاکستان میں سونے قیمت بلند ترین سطح پہنچنے بعد اچانک نیچے آگئی، آج تولہ قیمت میں بڑی کمی ہوئی۔ تفصیلات مطابق عالمی مقامی منڈیوں میں سونے قیمتوں میں اضافے بعد اچانک کمی ریکارڈ گئی، گذشتہ دونوں سونا بلند ترین سطح پہنچ گیا تھا۔ پاکستان جیمز اینڈ جیولر ایسوسی ایشن نے بتایا ملک میں سونے تولہ قیمت میں  روپے کمی ہوئی، جس بعد سونا  لاکھ  ہزار  روپے تولہ ہوگیا۔ اسی طرح گرام سونےکی قیمت میں  روپے کمی ریکارڈ سونا  لاکھ  ہزار  کا ہوگیا جبکہ چاندی تولہ قیمت  روپے کمی بعد  روپے عالمی مارکیٹ میں سونا  ڈالرز کمی سے  ڈالر اونس سطح آگیا۔ واضح سونا خریدنا روایتی محفوظ سرمایہ کاری سمجھا جاتا جس قیمت افراط زر، سیاسی معاشی عدم استحکام اوقات میں بڑھ جاتی ہے۔ اسے صدیوں سے کرنسی دولت شکل استعمال کیا جاتا رہا ہے، جب سرمایہ کار دوسرے اثاثوں بارے میں غیر یقینی محسوس ہیں، وہ سونا خریدے ہیں۔ پاکستان میں گذشتہ برس سونے قیمت تعین کار میں تبدیلی کردی تھی، جس تحت سونے قیمت انٹرنیشنل مارکیٹ ریٹ سے  ڈالر اونس زیادہ مقرر گئی۔ پاکستان میں آج ڈالر دیگر کرنسیوں قیمت ,Business
588,589,انکم ٹیکس گوشوارے جمع کرانے والے ہوجائیں ہوشیار ایف بی آر نے اہم فیصلہ کرلیا,https://urdu.arynews.tv/fbr-decided-to-investigate-tax-returns/,لاہور  فیڈرل بورڈ آف ریونیو ایف بی آر نے ٹیکس گوشوارے جمع کرانے والوں حوالے سے اہم فیصلہ کرلیا۔ تفصیلات مطابق فیڈرل بورڈ آف ریونیو ایف بی آر نے ٹیکس گوشواروں چھان بین کا فیصلہ کرلیا۔ ذرائع نے بتایا ایسے گوشواروں چھان بین ہوگی جن آمدن اخراجات کا ڈیٹا میچنگ نہیں، ایسے ٹیکس گزاروں جانب سے صفرٹیکس دیا گیا۔ ذرائع ایف بی آر کا کہنا تھا فہرست میں شامل بیشتر افرادجائیداد ،گاڑیوں شاہانہ رہن سہن مالک ہیں۔ خیال انکم ٹیکس گوشوارے جمع کرانے کا وقت ختم ہوگیا ، ایف بی آر نے اکتیس اکتوبر رات بارہ بجے گوشوارے جمع کرانے کا وقت دیا تھا۔ ایف بی آر حکام نے بتایا پچاس لاکھ دس ہزار سے زائد گوشوارے جمع سوا ارب سےزائد رقم جمع ہوئی۔ گوشوارے جمع نہ کرانے والوں کو نان فائلر یا لیٹ فائلرقراردیا جائے گا جبکہ ان گاڑی پراپرٹی خریدنے دگنا ٹیکس گا۔ گوشوارے جمع نہ کرانے والوں بیرون ملک جانےپرپابندی ہوگی ساتھ موبائل فون سم بلاک،بجلی گیس کنکشن منقطع جائیں ۔ ایف بی آر کو اکتوبرمیں ٹیکس ریونیومیں تقریباً سو ارب شارٹ فال کا سامنا ، ذرائع کا کہنا اکتوبر میں آٹھ سو اسی ارب روپے ٹیکس جمع کیا گیا جبکہ ہدف نو سو اسی ارب روپےمقررتھا، جس بعد رواں مالی سال ٹیکس شارٹ فال سو اکیانوےارب روپے پہنچ جائے گا۔ ,Business
589,590,ایف بی آر کا  ارب کے سیلز ٹیکس ریفنڈ کرنے کا فیصلہ,https://urdu.arynews.tv/fbrs-decision-refund-sales-tax-32-billion/,اسلام آباد فیڈرل بورڈ آف ریونیو نے کہا ایکسپورٹرز کو یکم نومبر کو تقریباً  ارب سیلز ٹیکس ریفنڈ جاری جائیں گے۔ تفصیلات مطابق ایف بی آر کا کہنا یکم نومبر کو سیلز ٹیکس ریفنڈ کا عمل ہوگا، ایکسپورٹرز کو تقریباً  ارب ریفنڈ ہونگے، ریفنڈ سیلز ٹیکس ان ریفنڈ پیمنٹ آرڈرز جاری جائیں گے، ریفنڈ کےلیے  ستمبر فاسٹر سسٹم میں پراسس کیا جاچکا ہے۔ اس سے قبل چیئرمین ایف بی آر ہدایت ایڈوانس اسٹاک رجسٹر سسٹم لانچ کردیا گیا ہے، نئے سسٹم سے شفافیت، انکم ٹیکس سیلزٹیکس قوانین عملدرآمد کو یقینی بنایا جاسکے گا۔ ایف بی آر مطابق ٹیکس ایڈمنسٹریشن میں بہتری محصولات میں اضافے نیا سسٹم متعارف کرایا گیا۔ جدید ڈیجیٹل انفرااسٹرکچر سے ایف بی آر افسران کو رجسٹرڈ ڈیٹا رسائی گی۔ انفارمیشن سینٹر  میں جدید مینجمنٹ انفارمیشن، رپورٹنگ سسٹم کام گا، ٹیکس افسران تفصیلی ڈیٹا کا درست تخمینہ لگا کر ٹیکس چوری کو کم کر سکیں گے۔ نئے سسٹم سے ٹیکس معاملات جامع نگرانی صلاحیت میں اضافہ ہوگا۔ اسٹاک رجسٹر سسٹم بدولت قوانین عملدرآمد، کمپلائنس رپورٹس میں آسانی گی، نئے سسٹم سے ڈیٹا تیزترین دستیابی ممکن سکے گی۔ ایف بی آر کا کہنا اقدام محصولات جمع کرنے کوششوں میں اہم پیشرفت حیثیت رکھتا مرکزی، شفاف ڈیٹا ایکو سسٹم ذریعے ٹیکس قوانین پیروی یقینی بنائی جاسکے گی۔ ,Business
590,591,حکومت نے پیٹرول کی قیمت میں اضافہ کردیا,https://urdu.arynews.tv/petrol-price-increase-in-pakistan-2/,حکومت جانب سے پیٹرولیم مصنوعات قیمتوں میں اضافہ کردیا گیا ہے۔ اے آر وائی نیوز مطابق حکومت جانب سے پیٹرول قیمت میں روپے  پیسے لیٹر کا اضافہ کیا گیا جبکہ ہائی اسپیڈ ڈیزل قیمت میں  روپے  پیسے لیٹر بڑھائی ہے۔ اضافے بعد پیٹرول نئی قیمت  روپے  پیسے لیٹر جبکہ ہائی اسپیڈ ڈیزل نئی قیمت  روپے  پیسے لیٹر مقرر ہوگئی۔ لائٹ ڈیزل قیمت  روپے  پیسے لیٹر کم ہے، لائٹ ڈیزل نئی قیمت  روپے  پیسے لیٹر ہوگی۔ مٹی کا تیل روپے  پیسے لیٹر سستا کیا گیا جس بعد مٹی تیل نئی قیمت  روپے  پیسے لیٹر ہوگی۔ پیٹرول مصنوعات نئی قیمتوں کا اطلاق رات  بجے سے ہوگا۔ واضح حکومت جانب سے  روز میں پیٹرولیم مصنوعات قیمتوں میں ردوبدل کیا جاتا ہے، قیمتیں  نومبر  نافذ العمل گی۔ ,Business
591,592,پی آئی اے کی نجکاری نہ ہوئی تو ایک سال میں مزید  ارب کا خسارہ ہوگا,https://urdu.arynews.tv/pia-if-not-privatized-100-billion-loss-one-year/,عوام پاکستان پارٹی جنرل سیکریٹری مفتاح اسماعیل نے کہا پی آئی اے نجکاری نہ سال میں مزید  ارب کا خسارہ ہوگا۔ اے آر وائی سے گفتگو ملک سابق وزیر خزانہ مفتاح اسماعیل نے کہا پاکستان انٹرنیشنل ایئرلائن نجکاری میں حکومت کو بڑی کامیابی نہیں ملی، پی آئی اے نجکاری نہ  ارب روپے خسارے کا کون ذمہ دار ہوگا۔ انھوں نے کہا حکومت کوپی آئی اے ریفرنس پرائس کوحقیقت سےقریب رکھناچاہیے، پی آئی اے نجکاری نہ  دنوں محنت ضائع ہوجائے گی۔ مفتاح اسماعیل نے کہا نگراں حکومت نے پی آئی اے نجکاری لیے بہت محنت تھی، قوم پی آئی اے نجکاری میں دن تاخیر متحمل نہیں ہوسکتی۔ خیال آج قومی ایئر لائن نجکاری کیلیے وفاقی حکومت کو  ارب جگہ صرف بڈر سے  ارب روپے بولی موصول ہے۔ حکومت نے پی اے نجکاری کیلیے کم از کم قیمت  ارب روپے مقرر جبکہ بولی کیلیے  گروپوں میں سے صرف بلیو ورلڈ کنسورشیم نے کاغذات جمع کروائے۔ حکومت نے مزید  منٹ مہلت بھی لیکن بلیو ورلڈ کنسورشیم نے بولی کیلیے  ارب روپے سے زیادہ کا ریٹ نہیں دیا۔ ,Business
